"index","工作內容"
23,"1. Key資料到電腦與系統
2. 現在接待客戶
3. 製作講義課本
4. 教學行政作業
5. 完成指派事項

固定上時間：
每週六日 早上9:00-17:00"
24,"居家空間維護 是現代時尚的表現
LemonClean於2015年成立，結合網路、精準數據分析與家事專業技能為一體居家生活服務電商，透過線上行銷 線下服務顛覆傳統服務模式
我們是全台最年輕、活力的新創服務型網路團隊，等你的加入！

工作內容
1. 影片企畫、拍攝及剪輯能力強者優先錄用
2. 設計製作網路宣傳，EDM、Banner
3. 設計製作活動文宣、印刷品、網站版面的編排、美編設計 等
4. 熟悉網頁製作及切版、多媒體影片製作
5. 參與內部創意發想
6. 經營品牌社群
7. 主動積極活潑，有責任感，溝通能力與學習態度佳 ，喜歡與人互動者
8. 熟悉PhotoShop、Illustrator等軟體


**有能力獨立完成影片剪接與特效處理優先錄用
**投遞時檢附作品優先考慮**"
25,"『 PopDaily 波波黛莉的異想世界，女孩間的樂趣只有自己最知道：） 』

請先參閱相關資訊 /
PopDaily 波波黛莉的異想世界
App：http://onelink.to/popdaily
Website：http://popdaily.com.tw/
Facebook：https://www.facebook.com/PopDailyTW
instagram：https://instagram.com/popdaily
YouTube：https://www.youtube.com/c/popdaily

工作條件 /
1.熱愛文字創作，擁有與眾不同的文字魅力
2.對內容農場厭煩，擁有獨立思考的觀點
3.對質感有近乎偏執的要求
4.對生活品味、電影攝影、設計創意、旅行、美食有興趣
5.永不停止的尋找新奇資訊，創造網路流行話題

工作內容 /
1.編寫流行資訊
2.感情兩性議題
3.兩性星座議題
4.女性美妝保養
5.每日（包含假日）可定期提供2~4篇文章
6.具備韓文、日文能力者佳

看更多我們的作品 /
1.12星座系列：http://bit.ly/1oqC9JI
2.男女話題系列：http://bit.ly/1qckNCd

加入PopDaily，我們一起分享！

待遇：論件計酬"
26,"【工作內容】
- 社群平台內容經營 (Facebook / Instagram）
- 社群主題企畫、議題操作
- 社群數據整理及社群生態觀察
-行銷專案發想
-廣告操作

【我們在找】
1. 英文好，但想要嘗試社群行銷的你～
2. 超有創意、有很多行銷鬼點子的你～
3. 看到很多讚和留言心裡就滿滿成就感的你～

【薪資福利待遇】
每小時 180 元、勞健退與免費零食吧！
(遠端工作、三節禮金、員工旅遊等等屬正職之福利)
實習期間：2021 年 7 月 至 2022 年 1 月
工作時間：10:00-19:00 (中間休息一小時)，每週排班 16 - 20 小時 (一週可以上三天班優先考慮)
*由於應徵數較多，我們將只會聯繫與通知專業背景較符合此職務的人選。"
27,"歡迎有熱情、創意及具有良好的態度的年輕人們，來與我們聯繫喔。本工作需要中日文讀寫能力俱佳(精通英文更加) 日語能力必須提供日檢N1以上證照。 良好溝通能力及願意主動學習累積社會經驗、負責任、心思細膩等。認知到斜槓族已經是未來趨勢故本身就已經具備或是願意學習電腦美工設計相關軟體Illustrator、PhotoShop、或小畫家等多重技能( 如美工設計，商品照去背圖檔/進行圖片、產品拍攝、相片修整及美 化工作) 以培養並強化自身職場的多元技能。

1. 參與行銷企劃案
2. 商品的相關文案翻譯，並針對目標客群、依據廣告法規做調整使用文字。
3. 進行資料處理，文案分析及發想練習。
4. 協助服務客戶
5. 參展展場接待客戶,參展現場解說及展場有關工作等
5. 其他主管所交辦事項等  

各位年輕朋友們，其實我們這裡都不會是在嚴肅的辦公室開會喔。我們打算日後開月會地點都選擇在附近的starbucks好了，至於今後每月份舉辦的生日聚餐等活動都由年輕的你們來提出吧~

本工作為兼職+遠端工作+彈性排班工時+彈性上班~
可接受承攬制(按照彈性接案的工時來支付報酬)   

熱意、創造性、そして立派な態度で私たちに連絡する若者を心から歓迎します。この仕事には、中国語と日本語の両方で優れた識字能力が必要です（英語に堪能な方が有利になります）。日本語能力は、N1以上の証明書を提供する必要があります

優れたコミュニケーションスキルと、社会的経験を蓄積し、責任を持ち、細心の注意を払うことを積極的に学ぶ意欲。スラッシュファミリーはすでに将来のトレンドであることを認識し、候補パートナーはすでにコンピューターアートデザイン関連のソフトウェアIllustrator、PhotoShop、または小画家と他の複数のスキル（アートデザイン、製品写真はファイル/写真の描画に戻るなど）を習得しているか、または習得する意思があります、（製品撮影、写真レタッチ、美化作業）職場で複数のスキルを育成し、強化する。

1.マーケティング計画に参加する
2.製品の関連するコピーライティングを翻訳し、広告法および規制に従って、対象となる顧客グループのテキストの使用を調整します。
3.データ処理、コピーライティング分析、思考演習を実行します。
4.顧客の支援
5.展示会場でのお客様のレセプション、展示会場での現場説明および関連作業等。
5.上司によって割り当てられたその他の事項

親愛なる若い友人、実際、私たちはここの真面目なオフィスで会議をしません。今後、毎月の待ち合わせ場所として、近くのスターバックスコーヒーを選ぶ予定です。今後毎月開催されるバースデーパーティーなどのイベントは、若者次第です〜

この仕事はパートタイム+リモートワーク+フレキシブル
スケジュール労働時間+フレキシブル労働時間です〜
受諾可能な契約制度（フレックスタイム制に応じて報酬が支払われます） 

Sincerely welcome young people with enthusiasm, creativity and good attitude to contact us. This job requires good literacy skills in both Chinese and Japanese (proficient in English will be more advantage). Japanese ability must provide a certificate of N1 or higher

Good communication skills and willingness to actively learn to accumulate social experience, be responsible, and meticulous.Recognizing that the slash family is already a future trend,  the young candidates already have or are willing to learn computer art design related software as Illustrator, PhotoShop, or paint and others multiple skills (such as art design, product photos go back drawing files / pictures, (Product shooting, photo retouching and beautification artwork...etc)
To cultivate and strengthen multiple skills in the workplace.

1. Participate in marketing plans
2. Translate the relevant copywriting of the product, and adjust the use of text for the target customer group and in accordance with the advertising laws and regulations.
3. Carry out data processing, copywriting analysis and thinking exercises.
4. Assisting customers
5. Reception of customers at the exhibition venue, on-site explanations and related work on the exhibition venue, etc.
5. Other matters assigned by the supervisor

Dear young friends, in fact, we will not have a meeting in a serious office here. We plan to choose the nearby starbucks coffee for the monthly meeting place in the future. As for the birthday parties and other events held every month in the future, it will be up to the young people to propose~

This job is part-time + remote work + flexible schedule working hours + flexible working hours~
Acceptable contract system (remuneration is paid according to the flexible working hours)

"
28,"本職位為應付增加的業務量長期應徵，此為生產作業工作，需對 MS Word typesetting、排版有極大興趣者，非誠勿試！(歡迎二度就業、可專注工作及注重效率效能者應徵)

- 整理翻譯前文件內容 (Word，需精通，例如懂得樣式套版等 Word 進階功能)。
- 中翻英文件的排版 Word Typesetting / PowerPoint。
 （翻譯文件多為財務報表、年報，也有商業、行銷文件等等。）
- 處理主管和專案管理師交辦事項。
- 需精通 MS Word 等軟體。
- MS Word 有取得證照者、精通者優先考慮。"
29,"工作職責: 
1. 負責線上(LIVE) 直播台灣製造的美食, 除了食品具有GMP認證之外, 需要演員表演的天賦表達產品的美味到日本客戶的家中 
2. 由日籍主管面談測試日文對話能力。 住過日本佳
3.具備優質服務熱誠。為健康著想,抽菸嚼食檳榔者不錄用。 

** 有主持人經驗, 舞台表演學習經驗,或者實務經驗者更佳 **
** 曾服務於航空公司,日語服務業相關經驗者佳 **"
30,"想累積實務經驗嗎？想在求學期間培養自己的職場即戰力嗎？
聽儷真正實現內部教育培訓，推出［iTinney實習生計畫］，歡迎想了解一線MarTech分析的年輕人來創造自己的舞台！
我們相信產學合作的力量，可以幫助每一位年輕佼佼者找到方向；也期待每一位實習生展現自己的優異，跟我們一起完成獨特的Project、成就你們的履經歷！表現良好的實習生將有機會延長實習資格，甚至升格正職員工！

Key Responsibility 主要職責

•	協助進行同溫層精準分析，掌握數據x心理學跨領域分析能力
•	根據同溫層數據，創作品牌情境MAP，規劃一系列完整故事
•	以外部熱度分析內容行銷趨勢，整合文案創作
•	與部門主管提案文案風格與綱要，並協助執行撰寫；並進行跨部門合作
•	撰寫C2B動人情境故事，編輯主角化、體驗式社群電商文案
•	其他主管交辦事項

Key requirement 能力需求
•	對數據分析有興趣、有高動力學習DATA x 心理學的新型分析能力
•	對文字編輯有敏銳度、喜愛創作、同理
•	對趨勢數據有研究能力、可進行獨立電腦作業
•	對提案與溝通熟練，可快速理解主管需求、願意主動幫忙解決問題！"
31,"徵「寫手」，是真的要寫字的寫手。"
32,"◎工作內容

1.	撰寫國際新聞，每日約 1-3則
2.	協助製作專題、採訪等工作
3.	其他國際部可能的新聞業務

　
◎條件：

不限科系，只要你喜愛並關注國際新聞，具備文字寫作及基本英文能力，細心、負責，都歡迎你加入我們的行列！

　
◎加分條件：語言證照、第二外語、熟悉影音製作或影像處理、社群操作。

◎排班方式：平日班、周六日班，可隔周排班。


◇平日班
09:00 - 17:00

◇假日班－
10:00 – 18:00

◎薪資：160/hr

◎名額：此為長期徵才，如合適將會通知。

◎不可在其他媒體機構有工作。

歡迎對國際新聞有熱忱、勇於嘗試的你加入！

投遞方式：將個人履歷投至 intnews@upmedia.mg。如有文字作品也歡迎投遞。
"
33,"1.在家工作，有機會可與公司同仁一同採訪試吃/試用體驗（視廠商類型不定）。
2.觀察、訪問或調查、蒐集有關事件之所有消息，並注意發掘具有新聞價值及能引發讀者興趣之新聞。
3.撰寫貼文，並提交排程於廠商確認後發布。
4.運用敏銳之觀察力、嚴密之分析性思想及明晰之表達能力創造貼文。
5.搜集與本身所在地有關或有所研究之題材與消息。

歡迎兼職，線上工作，論件計酬。
特別適合到處愛吃愛玩的朋友，擁有對市場的活躍度絕對是小編的不二人選，同時各種類型廠商還能培養你的社群小編能力，讓你經驗值直接爆表。

＊歡迎大學生
＊SOHO按件計酬制"
34,"【工作內容】
1.網頁、軟體介面、文件中英文互譯。
【人才要求】
1.文筆流暢，熱愛挑戰、執行力佳並具有快速獨立翻譯能力。 
2.對自己的文字造詣有信心。 
3.認真負責積極主動、抗壓性高。 "
35,"Teaching English to kids from 6-15 years old.
Making lesson plans and working with Chinese teachers.

"
36,"1.負責國高中英文科參考書與測驗卷之編輯工作。
2.工作內容：中英文稿件編輯及校對、文案構思撰寫、錄音監聽、音檔剪輯；編務之安排、聯繫、 協調等；線上測驗上傳、校對、系統平台測試。"
37,"網路媒體《上報》於2016年7月15日正式上線，聚焦於深度調查及專題報導，希望帶給閱聽人不一樣的新聞，歡迎對新聞有熱忱、勇於嘗試的你加入！

上報官網：http://www.upmedia.mg/ 
上報臉書粉專：https://goo.gl/NS7RMR

◎徵求條件：
◇具備基本新聞寫作能力
◇對新聞有敏感度、關心國內外時事與社會議題
◇善於溝通、擁有良好團隊合作能力
◇能配合輪班、一周最低排班時間16HR

◎工作內容：
◇撰寫文字稿、下標題
◇查證新聞內容

◎薪資待遇：160元／1HR 起

◎工作地點：台北市中山區長安東路一段63之1號5樓

◎聯絡／應徵方式 ：
1.透過104系統投遞履歷
2.將簡歷與作品等寄信到以下Email ，
來信主旨請註明應徵「焦點新聞撰稿工讀生」

Email：terry@upmedia.mg
電話：02-2568-3356 分機 202 （李先生）
◎工作地點：台北市長安東路一段63-1號5樓"
38,"1.	聯繫溝通有關行銷方面的需求。
2.	需以E-mail、通訊軟體聯繫。
3.	文章翻譯。
4.	工作時間彈性，可彈性在公司或在家上班，初期會需要到公司2~3天瞭解細節。"
39,"文字校對公司數學科教材，包含高中職教科書及相關輔材。
工作待遇：每千字12~18元
請於上班時間上午9：00~11：30，下午14：00 ~17：00，親洽本公司12樓櫃台，填寫履歷資料和筆試，筆試時間30分鐘，交卷後即可離去。不需投遞覆歷或電話預約。筆試通過以信函通知，未合格者將不再另行通知。"
40,"1. 選影片及HERO課程日文翻譯。

工作時間：每週至少16小時
工作期間：6個月 

*由於應徵數較多，我們將只會聯繫與通知專業背景較符合此職務的人選。

--- 
学生インターン - 日本コンテンツインターン
仕事内容
この度、VoiceTubeでは日本人インターンを募集致します。
とりあえず海外インターンを始めてみたい方、中国語を勉強している方、いろんな経験をしてみたい人大歓迎です！
日本チームでは3人の日本人正社員、2人の台湾人インターン、1人の日本人インターンが活躍中！
日本市場インターン：コンテンツマーケティング
主な仕事内容
1 投稿動画選び、動画字幕校正、HERO英語学習コースの翻訳など翻訳を含むコンテンツ作成
勤務時間：1星期最少16 時間勤務
英語または中国語のリーディングが出来る方お待ちしております。
勤務期間：6ヶ月左右

"
41,"【工作內容】
1.編輯網路文章，並發布在FB、LINE@等管道
2.撰寫簡易網路文章
3.圖片設計、製作
4.相關必要行政事務
5.編輯工作上手後，有機會參與社群規劃與經營

【能力需求】
1.文字敏感度高
2.嚴謹細心
3.重視團隊合作並善於溝通
4.具備基本美感、作圖能力
5.高度責任心、學習力強、高效率
6.需能工讀半年以上，短期工讀者請勿投遞
"
42,"1.將檔案與原稿進行校對。
2.確認電子檔案內容無誤。
3.協助電子檔案轉檔製作。
4.處理相關文書工作。
5.其他主管交辦事項。

※實習過程會因專案需求調整工作內容。
※每週至少實習二～三天，每日實習時數至少４小時 (9:00~18:00)。
※本職缺配合各校實習計畫, 須與校方簽約, 非工讀性質。
※提供在校生職場體驗機會, 實習過程中酌發助學津貼並依法投保。"
43,"We’re looking for English teachers with native proficiency in English and a mastery of a set of business communication skills including conference calls, presentation, leading a discussion, etc.
Insights and passion are keys. We’re excited to include those who’d like to bring changes into the classroom and to the world. If you feel interested, please refer to the information below for further details about the job:

Job Description: 
- Planning and preparing tailor-made course materials and helping students achieve their learning goals.
- Monitoring students’ performance, evaluating their progress and providing guidance for improvement
- Keeping a progress report after each class
- Keeping abreast of new teaching techniques

Minimum Qualifications:
- Effective teaching methodologies and the flexibility to make changes when needed
- Outstanding communication skills and in-depth knowledge about presentation, etc.
- Friendly, helpful and enthusiastic personalities
- Flexible working schedule that allows classes on weekday nights and weekend days.
- Proficiency in MS Office (esp. PowerPoint)

Preferred Qualifications:
- TEFL/TESOL/CELTA certificate (at least 120 hours) 
- BS/BA MBA in business, HR, finance or relevant fields

If you are interested in this job, please email kevin.zhan@core-corner.com with the following document:
- Resume/CV with photo, and local contact number 

*For Bilingual or Native English Speakers: The school is eligible to hire teachers from English speaking countries only (North America, UK, Australia, New Zealand or South Africa)
"
44,"1.在【網站】內撰寫SEO搜尋優化文章，文章類別大多為3C產品及醫學美容相關。
2.論件計酬200元/一篇 (字數約1000－1200字)，約莫30-50分鐘可以完成一篇。
3.疫情期間可以在家執行工作 。
4.工作時間彈性，但一個禮拜需至少完成15篇文章。
5.邏輯嚴謹、文筆流暢，會先面試測試寫作能力。

※ 此職缺外包性質，不享公司福利 ※"
45,"※歡迎到粉專了解我們的企業文化:D
https://www.facebook.com/startoasia/
https://www.instagram.com/startoasia/?hl=zh-tw

【工作內容】
剛入社時首先從協助廣告文案翻譯、文書資料建檔開始，
後期有機會開始參與文案分析及發想練習，
試著在法規限制下調整內文表現，在範圍內激盪出有趣吸睛的文案！

【工作細項說明】
1.文件中日文翻譯。
2.美妝、保健食品相關文案翻譯，並針對目標客群、依據廣告法規做調整使用文字。
3.文案分析及發想練習。  
4.文書處理、建檔、定期資料管理等。
5.其他主管交辦事項

【工作時間】
可配合兼職人員時間，
確認上班時間後班表固定，非排班制

【必須條件】
具日本語能力測驗檢定JLPT N1證照或基本商業程度者

【優先條件】
細心、有熱情，對美妝保健食品、文案發想有興趣者

【工作魅力】
• 能運用語言專長，學習詞彙運用技巧，一起做出吸引消費者的廣告
• 認識廣告相關法規及保健食品成份使用限制，累積實務知識
• 為受眾撰寫廣告文案的實際體驗
• 工作內容細項都有正職同仁給予回饋，紮紮實實的業界學習

【工作福利】
• 工作就該有薪水，合理時薪、勞健保！
• 多元完整的實習訓練機會。
• 公司聚餐、部門聚餐等各式不同聚會。
• 不定期舒壓按摩、健康零食，由外而內照顧你。

期待能募集到有熱情、對美妝、保健食品有興趣的你，
藉由實習機會與您互相學習、教學相長，在亞星通的環境下育成優秀人才！
"
46,"1. 網搜熱文改寫出稿
2. 即時連線新聞出稿 
3. 圖片/影音授權(會剪輯更佳)
4. 資料收集及整理 
5. 協助主管交辦事項"
47,"『工作內容』
-泰國網站發文
-文案撰寫
-泰國網站內容翻譯
-主管交辦事項 "
48,"Appier is looking for a part-time Japanese expert who is great to detail and accuracy to deliver precise Korean content in a well-constructive way. The expert will have the following responsibilities: 
• Translate English topics into Japanese. 
• Establish Japanese keyword terms with precise and popular-used wording.
• Able to track the performance of data quality and improve it.
• Able to judge whether an article is relevant to a certain topic.

Native Japanese is welcome. 

Working hours: at least 24 hours a week "
49,"1.科技產品英文介紹文章撰寫
2.產品介紹資料排版及美編設計
3.公司社群網站(FB、LINE、IG、WeChat)發文、圖片、限時動態……等
4.公司社群網站行銷成效追蹤：文章曝光率、點閱率及網路流量分析
5.主管交辦事項
	歡迎英文流利、文筆流暢、有基本設計軟體使用經驗的大三、大四或研究所在校生。
	科系不拘，具理工背景或對科技產品有興趣者優先考慮。
	長期工讀或與學校配合實習皆可。
	工作期間表現優秀者，畢業後可轉為正職人員。
	工作時間：一週到公司上班2天，每日4小時(安排於週一到週五09:00-18:00)"
50,"1.新聞影音剪輯
2.基本新聞稿概念
3.熟悉影片剪輯軟體(Edius、Premiere等)、圖像處理軟體者佳 (Photoshop/Illustrator)
4.面試附上影音作品
5.協助FB、IG等社群平台操作(對網路話題有敏銳度者佳)
6. 能配合早、晚排班（早班09-17/晚15-23）"
