"index","工作內容"
11,"此職務隸屬Garmin人力資源部門-招募團隊，負責校園活動推廣，期許能透過校園活動宣傳企業品牌知名度，讓更多學生能進一步認識Gamrin。

我們正在尋找擁有多元觀察能力、活潑熱情的校園推廣助理，能夠協助我們收集學生的想法，找到學生最喜歡的活動模式，協助我們一起走入校園推廣企業品牌。

工作內容:
		i. 校園資料蒐集(20件)
		ii. 校園活動協助執行、支援校園活動專案
		iii. 每月進公司Meeting
"
12,"[公司介紹]
自1996年創立以來，新加坡商立可人事顧問公司已成長為一間頂尖的國際招募顧問公司，為企業及人才提供全方位的人力資源解決方案，我們能在最短的時間內，找到「對」的人才!目前，我們已在新加坡、台灣、馬來西亞及香港擁有14個服務據點，2017年成為新加坡唯一一間上市的人事顧問公司，在亞洲有超過400名專業顧問。立可相信以人為本的企業價值，在這裡每個夥伴都是我們重要的資產 ! 

[實習計畫]
眾所期盼的立可暑期實習計畫開跑啦!!在這個我們為實習生量身打造的獵頭實習計畫裡，你將體驗到與各大企業提案的談判技巧、練習搜尋各產業人才並媒合工作、跟著資深顧問實地拜訪客戶等高強度的實戰獵頭技巧。實習過程中，我們會安排一對一的導師，按照每個實習生的個體差異進行最客製化的技術指導，保證讓您滿載而歸!!另外，我們很歡迎應屆畢業沒有經驗，但有著滿滿正能量與活動經驗的實習生加入我們!!目前立可在台灣正大舉擴張營運版圖中，實習配合良好是有高機會轉正的，歡迎想要接受挑戰的新鮮人加入我們。
*履歷收件截止日:6/15

[工作內容]
1. 根據企業招募需求尋找合適人才。
2. 面談人才以及推薦合適工作機會。
3. 表現優秀者，提供與企業客戶溝通接觸的機會。
4. 完成主管交辦任務

[徵才條件]
1. 暑期full time, 開學後一週可上班3.5天以上。
2. 大學期間有豐富的課外活動經驗。
3. 喜歡與人接觸、交流，個性開朗活潑，主動性高!
4. 勇於挑戰自我的人格特質!

[企業文化]
- 一對一導師制，完整的培育新人，即使沒有相關專業背景也不需要擔心!
- 開放快速的工作節奏，透明流通的資訊交流環境
- 團隊合作精神、互相分享的職場環境
- 扁平組織，溝通無阻礙

[實習生心得]
- 立可就是一個肯讓你做、不怕你犯錯的地方。公司步調很緊湊但每個顧問都很正能量，可能是互相扶持的團隊精神文化吧。在這邊，你不會覺得是自己一個人，在立可，就像一個溫暖的家～就像我常跟RC招募顧問們說的：你絕對找不到一個地方工作起來那麼歡樂！大家關係那麼好，每天工作起來都很歡樂！
- 在立可實習我真的學到很多、也改變很多，未來我也會帶著在這邊的所學繼續茁壯、發光發熱！
(更多實習心得歡迎到立可ig上看看喔)

[更多關於立可人事]： 
* Facebook- www.facebook.com/recruitexpresstaiwan 
* Instagram- www.instagram.com/recruitexpress_tw
* Medium - https://medium.com/@talent_recruitexpress
* 企業官網- www.recruitexpress.com.tw 
* 集團官網- www.hrnetgroup.com

立可人事歡迎你的加入!

歡迎投遞中+英文履歷至 talent@recruitexpress.com.tw

"
13,"[About HR Team]
Vpon Big Data Group在亞洲共有6個據點(Taipei, Hong Kong, Shenzhen, Tokyo, Osaka, and Singapore)，HR Team在集團裡擔任的角色會是各區的策略夥伴。如果你對數據產業無比熱情、有著大膽嚐鮮的實驗精神，”HR Lab”歡迎你來跟我們一起創造、推動Vpon文化。

[招募/任用/專案執行 35%]
*協助面談邀約及安排，收集與維護面談相關數據
*管理各招募平台，建立人才庫
*Young Talent Program協助與執行
*招募、到職前流程優化與創新發想
*負責新人入職相關作業流程

[員工關係 20%]
*職福會活動協辦與執行
*員工體驗發想與優化
*節慶活動規劃與佈置

[教育訓練 20%]
*新人orientation安排與執行
*協助安排特定主題之訓練課程

[HR Marketing 15%]
*企業參訪活動執行
*外部活動邀請接洽窗口
*專案協助

[其他交辦事項 10%]
*團險續約及理賠申辦
*名片印製
*HR相關服務/網站合約維護

[About You]
*一周工時至少20小時
*對HR工作充滿好奇與熱忱的你
*善於使用數位管理工具
*良好溝通、組織規劃能力
*樂於學習分享、接受新知
*大膽嚐鮮的實驗精神
*專案執行經驗者，加分！
*社群經營有經驗者，加分！
*英文讀寫流暢者，加分！"
14,"於此專區投遞履歷即可應徵金格食品股份有限公司【110年新創企業實務培訓職場圓夢計畫】的職缺！

【公司產業類型】
糖果點心製造業

【公司簡介】
金格食品成立於民國69年，秉持「創新精緻、美味求真」的烘焙概念，於民國82年6月榮獲FGMP食品良好作業規範認證，也於92年通過ISO-9001-2000認證，民國96年8月榮獲得國家品質金像獎的殊榮，更連續4年榮獲GSP。工廠全自動生產線採用日本SHIN-NIHON CASTELLA LINE(隧道式生產線)，並引進日本FUJI全自動無菌充氮包裝系統。全省共有15家門市，零售商品系列主要包括：長崎蛋糕、彌月禮盒、喜餅禮盒、伴手禮、小點心等商品。

【110年新創企業實務培訓職場圓夢計畫】職缺
1.	《研發部研發助理 》
工作地點：桃園
工作內容：
(1) 原物料領料、文件收發、文具雜物申請、樣品貼標、分類、送交工時日報表、假卡收發、請借款作業、發送會議通知單及記錄。
(2) 熟悉電腦文書作業
(3) 食品相關科系畢業佳
(4) 科系要求：食品科學相關、食品營養相關

2.	《業務(日文)助理專員》
工作地點：桃園
工作內容：
(1) 專責業務相關之公司內部文件作業
(2) 日系的客戶往來業務翻譯作業處理(仍須有基本英文能力)
(3) 協助英日系客戶代工業務往來
(4) 喜好咖啡與糕點並具有相當市場敏感度
(5) 協助主管專案整理規劃、推動與執行。
(6) 科系要求：一般商業學類、食品營養相關

3.	《行銷企劃專員》
工作地點：桃園
工作內容：
(1) 負責所屬商品行銷策略擬定
(2) 相關行銷活動規劃與執行
(3) 相關產業消費趨勢研究與分析
(4) 實體活動規劃
(5) 行銷活動規劃
(6) 異業合作洽談
(7) 科系要求：大眾傳播學科類、市場行銷相關、企業管理相關

4.	《運輸小貨車司機》
工作地點：桃園
工作內容：
(1) 配送門市與訂單配送
(2) 能配合加班、假日輪班
(3) 無不良開車記錄
(4) 具小貨車經驗及駕照者
(5) 含加班費每月平均薪資大約為32,000元
(6) 科系要求：不拘

5.	《倉庫管理人員》
工作地點：桃園
工作內容：
(1) 原物料存放管理
(2) 進出貨作業
(3) 板料進出貨作業
(4) 庫存盤點
(5) 科系要求：不拘

【110年新創企業實務培訓職場圓夢計畫的方式】
最終內容將由企業協調安排。

【110年新創企業實務培訓職場圓夢計畫的職缺期間】
2021/07/01(四)~2021/08/31(二) 共計150小時以上，含5小時以上培訓輔導。

【注意事項】
1.計畫採報名制，請先投遞履歷報名，並留意後續相關通知訊息。因申請資格不符合者恕不另行通知。
2.本計畫將代為投保150小時培訓期間團體保險。
3. 薪資符合勞基法規定，實際薪資以面談協定為主
"
15,"Main job duty:
* Personal file documentation administration
* Employee on-boarding / exit process coordination and support
* Foreigner working permit application support
* Intern and contractor contract renew and follow up
* Employee related basic data collection / report generation as per request 
"
16,"1.發掘身邊想要成為直播主的朋友
2.獨立開發網路或社群中想成為主播的素人
3.協助溝通與簽約成為主播/網紅
4.協助主播績效管理
5.主播關係維護,主播動態追蹤,主播直播品質與內容的監督等

有興趣的朋友歡迎加入下方官line詢問更詳細的內容
官line：＠493npomw


柚副總/倪小姐
其他應徵方式及備註：※欲面試流程：
1.請加入line ID : @493npomw先發送含照片之履歷
2.本公司收到履歷後會進行初步審核
3.初審核合格者由公司電話或人力銀行信件通知，安排面試。 
4.面試合格者由公司電話通知結果。"
17,"工作內容
電話招募90%
1. 招募作業執行：履歷篩選, 面試邀約, 面試管理,以確保達成組織人力需求目標。
2. 負責內外場門市及集團年度新開店之招墓需求。 

其他事務10% 
1. 執行公司各項招募專案，以利政策推展。
2. 其他主管交辦事項。"
18,"1.需為大專以上在學學生，碩一或大三為佳。
2.此為長期實習工讀，為期1年。
3.可依上課時間調整上班時間，但每週至少上班24小時。
4.實習結束後依據個人表現，有優先進入公司就職的機會。
(轉職中/欲尋找正職工作/欲尋找週末或晚上工作者請勿投遞)。

工作內容:
1. Data Filing
2. 設計刊物、海報及內部宣傳素材
3. 影片拍攝、剪輯、字幕
4. 支援公司內部活動（如節慶活動、講座等）
5. 辦理校園徵才活動
6. 其他主管交辦事項"
19,"[應徵前歡迎先看過我們立可的FB粉專喔！]
https://www.facebook.com/recruitexpresstaiwan

【公司介紹 】
新加坡商立可人事隸屬於新加坡最大且唯一上市的獵才集團HRnetgroup，總公司位於新加坡，分別於台北信義區、香港、馬來西亞吉隆坡、上海、深圳、澳洲雪梨等地有分公司，提供服務為為企業找尋合適人才，為人才找尋合適的工作機會！

公司工作步調明快、氣氛活潑熱絡、鼓勵團隊合作、升遷與獎金制度透明！

【人資組】
1. 協助公司內部招募流程，履歷篩選、面試等，學習人資專業知識
2. 推薦人選至新加坡總部
3. 拓展並更新招募管道
4. 完成主管交辦事項

【業務組】
1. 協助開發客戶、並與客戶維持良好的合作關係
2. 了解客戶招募需求並推薦合適人才至企業客戶
3. 與求職者溝通交流，了解其工作需求條件
4. 完成主管其他交辦任務

【需求條件】
- 個性樂觀開朗，喜歡與人接觸交流
- 積極、善溝通、有團隊精神、不畏懼挑戰的人格特質
- 有課外、社團活動經驗
- 無相關經驗也不用擔心，我們有完整一對一導師制度，帶領你快速累積經驗值

【企業文化】
1. 開放快速的工作節奏，透明流通的資訊交流環境
2. 月薪 + 獎金制度 (團隊+個人獎金)
3. 一對一導師制，不用怕沒經驗!
4. 表現優秀者，將會年度調薪；每季至半年會進行晉升評估
5. 領導培養：帶領團隊的機會與職涯輔導
6. 五星級聚餐Workshop (東方文華、萬豪、君悅、喜來登...)

【更多關於立可人事】
* Facebook- www.facebook.com/recruitexpresstaiwan 
* Instagram- www.instagram.com/recruitexpress_tw
* Medium - https://medium.com/@talent_recruitexpress
* 企業官網- www.recruitexpress.com.tw 
* 集團官網- www.hrnetgroup.com

歡迎直接投遞中英文履歷至helena@recruitexpress.com.tw，立可人事歡迎你的加入!!


"
20,"本職務為暑期實習，負責工作內容如下：
1.調整網頁程式, 使系統可支援主流瀏灠器(chrome, firefox, safari, Edge, Brave等)
2.需使用 Javascript, JQuery
3.熟悉ASP Classic, VB6 佳"
21,"*投遞前請至臉書了解我們的公司文化喔!! 
facebook- www.facebook.com/recruitexpresstaiwan
Instagram- www.instagram.com/recruitexpress_tw


[公司介紹]
新加坡商立可人事顧問公司Recruit Express是新加坡最大且唯一上市的招募顧問公司集團，台灣辦公室已深耕二十年，更連續7年獲得新加坡最佳企業，在亞洲地區也有14個分部，這個工作可以了解到產業的最新動向，也可以接觸到很多不同類別的優秀人才，會大大的擴展對台灣目前商業及人才市場的視野。

實習的工作內容不會是一般的行政庶務，我們一對一導師制的培訓讓你可以深入了解這份工作的實質! 你會實際的接觸我們的日常工作，非常扎實也有挑戰難度，很適合喜歡與人互動、有自信、樂於挑戰、擅長溝通和說服的你來加入我們~!! 表現優異者有機會轉成正職!

[實習時間]
-2021年暑期實習(若開學也可配合會優先考慮)
-履歷收件截止時間：2021.6.15

[徵才條件]
1. 大學以上，英文中上
2. 個性積極，喜歡與人溝通，熱情有活力
3. 執行力強，目標導向，抗壓性高
4. 無相關經驗可，我們有完整的導師制度，由資深顧問帶你累積經驗、傳授技巧

[工作內容]
1.為國內外的企業客戶搜尋及篩選人才
2.與應徵者進行有效面試，並推薦合適的工作機會
3.推薦合適的候選人給企業客戶，完成客戶招募需求
4. 其他主管交辦事項

[工作成就]
- 持續學習及獲得產業資訊，提升自我專業度
- 深入商業社會，除了與市場優秀人才交流，更能了解企業招募與運作模式、接觸市場資訊與核心
- 能夠獨立面試與求職者溝通，擔任顧問的角色給予專業的建議

[實習生怎麼說]
-台大蔡同學 : 因緣際會、半誤打誤撞地加入了Recruit Express，真的是最幸運的事情，非常謝謝Vicki給我這個機會。在這裡將近兩個月真槍實彈的實習期間，我不但對台灣的就職現狀有了深刻的認識，對於自己的能力及興趣也有更深一層的了解，讓我有種脫胎換骨的感覺。

-元智張同學 : 在立可實習的這段時間，我吸收到非常多的事情，除了實質的履歷篩選、招募、面試的技巧以外，個人專注度、抗壓性、溝通說服等能力都有大大提升。

立可的客戶非常廣，從金融、零售到資訊科技等產業都有，因此我每天都會接觸到不同的領域以及職務，也了解到許多各個公司產業的知識、不同職務的工作內容和市場行情、以及目前職場的狀況，讓我的視野更加寬廣。

至於公司內部，同事都會互相幫忙，也會互相要求，是非常良好的職場環境。工作方面，我喜歡立可快速的節奏、工作內容的多樣性，讓我每天非常充實，因此獵人頭這職務是我未來可以繼續發展的工作之一。總而言之，能夠在立可實習我非常開心！

-英國肯特大學簡同學 : It’s been 5 months of immerse learning and growth. I am beyond thankful for the opportunity to work at Recruit Express. The company has allowed me countless opportunities to learn, accomplish and growth. It has helped me utilize my strengths and discover my potential to deal with various personalities and unexpected situations. I would also like to thank my colleagues, especially Frank who has mentored me since I have embarked on this journey, guiding me through my ups and downs and always there to give me a helping hand whenever I am in need of one. It’s easy to give myself a pat on the back for the achievements I have made, but the real star of the show are my boss, my colleagues, my candidates and my clients who have helped me along the way, without them, I never would have made it this far.


[應徵方式]
請寄完整英文履歷至hiring@recruitexpress.com.tw
標題: 2021立可人事暑期實習計畫_姓名
內容: Cover letter 並且附註可以上班的天數及時間
"
22,"【乾杯之星】嶄新的2021，成為乾杯之星 

業界最高時薪 —「200元(含全勤)起」，每月通過工作考核， 時薪最高可達「240元」！！！ 

排班方式 ：一週排一次，彈性自由。 (排班時段09:00~24:00區間) 

工作內容 ：餐點酒水銷售/料理製作出餐/環境清潔/主管交辦事項 

招募對象 ：對餐飲業有興趣、喜歡牛肉料理、餐酒文化且願意追隨乾杯經營理念者。 

---------------------------------------------------- 

▲工作內容與需求:
-餐點酒水銷售 / 燒烤服務 / 牛肉擺盤 / 活動主持 / 環境清潔 / 主管交辦事項 / 
-配合排班
早班:10:00~14:30
晚班:18:00~22:00
*每週排一次，可以彈性調整"
23,"新加坡外商立可人事--人資/獵頭實習生火熱招募中！
錯過寒假實習覺得懊惱嗎？沒關係！立可正在尋找充滿熱情、喜歡與人交流相處(有豐富社團活動經驗者加分)的應屆畢業生加入我們！實習結束可望畢業後轉正，實現畢業即就業。在立可，每個實習生都會有導師一對一教學帶領，實習計畫包含各種獵頭實戰機會，讓您滿載而歸！

[About us]
新加坡商立可人事隸屬於新加坡最大且唯一上市的獵才集團HRnetgroup，總公司位於新加坡，分別於台北信義區、香港、馬來西亞吉隆坡、上海、深圳、澳洲雪梨等地有分公司，提供服務為為企業找尋合適人才，為人才找尋合適的工作機會！公司工作步調明快、氣氛活潑熱絡、鼓勵團隊合作、升遷與獎金制度透明！

[Responsibilities]
1. 協助公司內部招募流程，履歷篩選、面試等，學習人資專業知識
2. 與新加坡總部聯繫推薦人選
3. 完成主管交辦事項
4. 內部以及對外活動的宣傳和辦理
5. 負責經營公司FB, IG粉絲專頁，定期更新貼文、品牌推廣（有小編經驗加分!）

[Requirements]
1. 大學以上，英文中上
2. 主動積極，喜歡與人相處個性大方
3. 執行力強，目標導向
4. 無相關經驗可，我們有完整一對一導師制度，帶領你快速累積經驗值
5. 一周能進公司3.5天到4天以上

[Our Culture]
- 一對一導師制，完整的培育新人，即使沒有相關專業背景也無須擔心!
- 開放快速的工作節奏，透明流通的資訊交流環境
- 團隊合作，互相分享
- 扁平組織，溝通無阻礙

[More about us]
* Facebook- www.facebook.com/recruitexpresstaiwan 
* Instagram- www.instagram.com/recruitexpress_tw
* Medium - https://medium.com/@talent_recruitexpress
* 企業官網- www.recruitexpress.com.tw 
* 集團官網- www.hrnetgroup.com

若你／妳具備以上特質，歡迎加入全亞洲最大的獵才招募品牌：新加坡商立可人事顧問有限公司，成為我們的優秀顧問！

歡迎直接投遞中英文履歷到talent@recruitexpress.com.tw，立可人事歡迎你的加入!
"
24,"1.利用搜尋工具主動搜尋人才。
2.審視履歷表並與人選做進一步溝通以確定資格符合及意願。
3.提供面試報告給高層或用人事業單位主管評估並協助安排面試。
4.文件管理及歸檔 。
5.建立人才庫。
6.執行主管交辦事項。
"
25,"歡迎熱愛咖啡及輕食文化的您加入我們的團隊,工作內容如下： 

1.咖啡及其他飲品調製。 
2.製作簡易餐點/輕食。 
3.結帳與收銀，整理現金收據。 
4.維護工作環境。 
5.咖啡豆及冲煮器具之專業介紹和銷售。 
6.定期盤點飲料與食材。"
26,"我們在尋找對於新創公司有興趣，喜歡多方接觸各個領域的人才，以下為你可能會碰到的工作內容。
1. 協助行政及人資相關事務
2. 協助安排面試
3. 協助對外與人才溝通"
27,"【職務內容】
1.製作公司商品圖文單張
2.基本影片剪輯、圖片美化
3.協助經營公司Youtube、FB、IG，文章活動發想
4.協助工程師進行軟體測試
5.文書處理、文件歸檔及管理
6.完成主管交辦事項 

【個性需求】
1.勇於表達自我想法
2.熱愛文字，對撰寫文案有興趣
3.有責任感
4.邏輯清晰
5.適應力強
6.能夠接受變動

我們是新創公司，即使是實習生，工內容也富有挑戰性、變動性，如果你的能力超群，我們也不吝邀請你執行更有趣、更具有挑戰性的工作項目。
我們希望實習生可以與公司配合半年~一年的時間，因為有完整的訓練才可以讓你有所收獲，實習期間，我們保證你的收穫會超過實習生的定義，如果表現良好，畢業後將會給予你成為我們團隊正式一份子的門票。

※如需簽訂與學校相關之學生實習合約，請提前告知，並提供相關資料，以利後續作業。

"
28,"★應徵者需填寫表單，內部專人審核履歷通過後，才另寄邀約面試信件！！
https://forms.zohopublic.com/kennanchen/form/JobApplicationForm/formperma/Vh3OboSMb_M4ALku5d3sSVSWfn-fy1EAd4bGImNGpvI
應徵項目請選「營運管理實習生」

【關於猿創力程式設計學校】
CodingAPE猿創力程式設計學校專注於兒童青少年程式設計教育，我們希望為下一代的孩子培養的不只是程式設計的技能，更要讓孩子擁有邏輯思考和問題解決的能力。自從創立以來，已有數千位學生參加我們精心規劃的程式設計課程及營隊，每年的學生人數皆持續成長中，因此我們正在打造一個精英教育團隊，一起努力打造夢想，成為亞洲區的領導程式教育品牌，培育未來創新人才！

我們的課程涵蓋了從5歲到18歲完整的程式設計課程體系，從程式啟蒙、創造到菁英課程，所教授的程式語言包含了Scratch, App, Python, JavaScript, 更持續擴展至其他語言。

【關於營運管理實習】
客戶服務
－提供課程相關資訊
－幫助客戶解決問題
－持續優化客服流程
－協助回覆各管道客服訊息

行政作業
－一般文書資料處理
－課程報名/金流相關
－課程教具清點管理
－其他相關行政事項

流程優化
－營運流程標準化
－營運流程優化

【應徵條件需求】
－精通文書處理軟體
－人際溝通協調能力佳 
－親切、健談、反應快
－熟悉Google雲端服務
－工作細心負責，自我要求高，不害怕挑戰與困難
－思考清晰、獨立作業，具解決問題與執行的能力
－重視團隊精神，具溝通協調能力、整合資源能力
－具責任心，有抗壓性及自我管理能力與學習能力

加分項目（非必要）： 
1. 客服行政相關工作經驗 
2. 程式教育相關工作經驗

【加入猿創力團隊的好處】
若您成為我們的網路行銷業務專員，您可以
－得到一套未來受用無窮的工作技能，學習程式設計的知識
－加入一個正在高速成長的教育A team團隊
－與優秀人才一同交流
－從實務營運操作獲得營運知識及能力的成長 
－擁有永遠吃不完的零食櫃，輕鬆有趣的開放式工作環境 
－充分的嘗試空間 
－每月固定Happy Hour（聚餐、電影、運動、桌遊...我們都玩過） 
－彈性上下班制度
－工作配備：舒適明亮的工作環境
－辦公室離捷運市政府站只要 3 分鐘，緊臨信義商圈"
29,"【Pepper Lunch-胡椒廚房】在尋找 
1.對餐飲業有熱忱，個性活潑外向，樂於與人互動 
2.認真、負責、學習意願高 
3.願接受公司由基層培訓，有心向管理階級挑戰者 
歡迎熱情、願意自我挑戰的您，加入我們的行列，請投遞履歷或預約面試請先來電，我們隨時準備好與您面談！

【工作說明】 
1.外場客人接待(含點餐、送餐、桌邊服務等) 
2.內場料理與擺盤、吧台餐飲調製(如：飲料調配) 
3.環境、設備以及餐具的清潔工作

【其他條件】
※非本國籍可，須符合下列資格 
僑外學生：須經學校同意且自行向「勞動力發展署外國人業務單位」申請工作許可証。(每週只能20H，寒暑假例外) 
依親居留：1.依親居留，附居留証即可，不須申請工作証。2.非依親居留，須自行向「勞動力發展署外國人業務單位」申請工作許可証 
歡迎您加入我們！
※請非本國籍求職者在按下我要應徵前，請準備好您的工作許可証或依親居留証以備查核。"
30,"1.處理總務相關事務。
2.接待訪客、確定其拜訪性質及目的，並引領其至特定地點。
3.接聽、過濾、轉接來電，並提供資訊及留言服務。
4.負責一般文書資料處理及歸檔工作，協助廠商聯絡。
5.收發公文並處理會簽文件，辦理核銷事宜。
6.人力資源相關工作，協助與越籍員工溝通。
7.越南文相關文件校對、編審及“中越互譯”。
8.其它主管交辦事項，待遇可為時薪/月薪。"
31,"歡迎熱愛咖啡及輕食文化的您加入我們的團隊,工作內容如下： 

1.咖啡及其他飲品調製。 
2.製作簡易餐點/輕食。 
3.結帳與收銀，整理現金收據。 
4.維護工作環境。 
5.咖啡豆及冲煮器具之專業介紹和銷售。 
6.定期盤點飲料與食材。"
32,"歡迎熱愛咖啡及輕食文化的您加入我們的團隊,工作內容如下： 

1.咖啡及其他飲品調製。 
2.製作簡易餐點/輕食。 
3.結帳與收銀，整理現金收據。 
4.維護工作環境。 
5.咖啡豆及冲煮器具之專業介紹和銷售。 
6.定期盤點飲料與食材。"
