"index","工作內容"
62,"【實習企劃】
聯強林口運籌中心長期與多家學校進行產學合作或提供工讀機會，期許同學〝從做中學〝厚植職場實力！週一至週五可配合課程彈性調整上下班時間或排休，週六日及國定例假日休息，兼顧同學學業與經濟需求，學期制或學年制實習皆可，實習報告由單位提供資料並輔導同學撰寫。

【適合科系】
　1. 行銷與流通管理系
　2. 運輸與物流學系
　3. 工業工程與管理學系
　4. 物聯網產業應用學系
　5. 運籌管理學系
　6. 其他運籌/物流/流通相關學系等

【實習內容】
有別於一般傳統倉儲環境及運作，聯強集團通達智能運籌台北總站擁有全台第一套高科技自動倉儲管理系統，配合縝密的物流運作規劃及資訊管理，使倉儲運作發揮最大效益；倉儲管理人員職責在於使庫存貨品獲得妥善之保管，並依單據需求，迅速且正確地完成備料及出貨作業，透過實習合作培養未來運籌或物流專業人才，歡迎對倉儲管理運作有興趣的同學加入我們的團隊！

【實習目標】
　- 人工倉儲及半自動化倉儲規劃及運作
　- 智能化系統及自動化設備，高效大量迅速運作關鍵機制
　- 儲位及倉儲動線規劃技巧
　- 倉儲管理人才培養及幹部養成

【甄試方式】
104投遞履歷>邀請填寫職務申請表>資料審核合格者通知面試>面試通過者提供實習合約>錄取及報到

【職務說明】
　- 能適應長時間站立或走動，完整的教育訓練培養紮實作業能力
　- 時薪$165起，晚班津貼及加班費另計
　- 公司提供勞健團保，享有完整的實習保障及優於同業的薪資福利
　- 整潔、安全、健康、和諧的工作環境
　- 實習期滿表現優良者優先轉任正職，畢業即就業無縫接軌
　- 工作地點近長庚桃園分院(林口工四工業區)
　- 工業區內無大眾運輸工具，上下班需自備交通工具

【聯強集團-通達智能運籌 簡介】
聯強國際集團，是亞太第一大、全球第二大資訊、通訊、消電、半導體產品的通路集團，2018年集團營收達新台幣1兆2,400億元。通達智能運籌是聯強集團旗下，專注經營運籌服務與技術服務的全資子公司， 在台灣已服務40家以上的品牌客戶，提供超過200個運籌服務項目。目前更積極拓展亞太地區智能運籌業務版圖，為亞太最專業的第三方運籌服務供應商。
"
63,"1.協助主管/工程師處理工程部相關事項。 
2.可撰寫簡單APP(安卓/IOS) 
3. 可修改C++/C# GUI軟體
4. 對音訊產業具熱誠可以兼職/短期全職"
64,"1.網購商品訂單處理、撿貨、包裝出貨
2.顧客服務

"
65,"#工作內容：
依照標準程序製作餐點
櫃台/顧客服務
餐廳用餐環境清潔維護
外送餐點服務

#工作時段：(可於各班別中任選4~6小時彈性排班)
早　班 05：30 ~ 15：00　
中　班 10：00 ~ 19：00
晚　班 14：00 ~ 01：30　

☆ 外送服務另設有外送津貼：$8-12/趟次，送越多賺越多！☆
☆ 各餐廳開店/打烊詳細時間及特殊時段加給津貼，於面試時告知"
66,"★★★員工免費獨享防疫險★★★
★員工的安全，由宅配通來守護★

1.協助宅配貨品分理貨作業
2.短期兼職工作"
67,"1.倉儲管理，入倉、歸位、貨物上架、儲位管理等。
2.訂單出貨，計畫撿貨、出貨檢驗、轉單作業等。
3.需可搬貨。
4. 主管交辦事項處理。
5. 上班時間8點30-17點30 (機捷新北產業園區站走路5分鐘內可到)
<<只需白天上班, 短期勿試>> 　
　"
68,"1.協助整理蔬菓上車。
2.包裝蔬菓。
3.點貨理貨。
4.上班時間4:30-12:00 每周一公休 。

"
69,"1. 商品到貨與退貨清點
2. 拉貨至定位處
3.須拉重物
"
70,"依照個人能力加給時薪
歡迎不滿意一小時只有法定160者挑戰更好的薪資

短期勿試
【工作內容】
1.商品包裝、出貨
2.完成主管交辦事項
3.維持工作區域環境整潔

※ 工作內容簡單，不需要特殊技能， 細心不出錯。

【需具備的態度及能力】
1. 團隊合作 : 工作條理分明、做事有邏輯
2. 效率好/高: 動作快速、身手敏捷
3. 細心耐心 : 減少商品錯誤的機率

※ 請確定的面試者 , 注意職場禮儀 , 若預約面試了, 不克前來 , 請務必電話告知

【應徵條件】
1.高中/職(含)以上畢業
2.可接受重複性工作、不畏辛苦學習成長


【排班時間為 早上11:00至晚上19:00】
星期一二三必須能排班
無法排班者請勿投履歷 謝謝 

歡迎對網拍有熱誠的加入我們~

符合面試資格的應徵人員本公司將主動去電預約面試時間＊

公司主要制度採取於薪資福利保障制度和公司共同經營績效分紅制度
如有興趣歡迎可以投遞履歷，如您是適合人選我們會再邀請面談"
71,"依照個人能力加給時薪
歡迎不滿意一小時只有法定160者挑戰更好的薪資

短期勿試
【工作內容】
1.商品包裝、出貨
2.完成主管交辦事項
3.維持工作區域環境整潔

※ 工作內容簡單，不需要特殊技能， 細心不出錯。

【需具備的態度及能力】
1. 團隊合作 : 工作條理分明、做事有邏輯
2. 效率好/高: 動作快速、身手敏捷
3. 細心耐心 : 減少商品錯誤的機率

※ 請確定的面試者 , 注意職場禮儀 , 若預約面試了, 不克前來 , 請務必電話告知

【應徵條件】
1.高中/職(含)以上畢業
2.可接受重複性工作、不畏辛苦學習成長


【排班時間為 早上11:00至晚上19:00】
星期一二三必須能排班
無法排班者請勿投履歷 謝謝 

歡迎對網拍有熱誠的加入我們~

符合面試資格的應徵人員本公司將主動去電預約面試時間＊

公司主要制度採取於薪資福利保障制度和公司共同經營績效分紅制度
如有興趣歡迎可以投遞履歷，如您是適合人選我們會再邀請面談"
72,"【工作內容】　
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。　
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。　
　2.每日盤點2-3家門市。
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。　
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網幫助您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】　
　1.保險福利：機車第三人責任險+勞健保+團體險　
　2.獎金制度：目標達成獎金+年終獎金　
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)　
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】　
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
73,"We are now looking for 2 logistics interns to join us.

Tasks for Intern 1:
- Logistic cost payment process, logistic payment verification, issue payment request
- Shipment inbound list maintenance 
- Dept. administration tasks, ex. stamping process, domestic shipping 

Tasks for Intern 2:
- SAP order confirmation 
- SAP stock checking
- Shipment inbound list maintenance


Duration: 1-year internship is preferred (can be discussed during the interview)"
74,"【工作內容】　
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。　
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。　
　2.每日盤點2-3家門市。
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。　
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網幫助您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】　
　1.保險福利：機車第三人責任險+勞健保+團體險　
　2.獎金制度：目標達成獎金+年終獎金　
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)　
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】　
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
75,"【工作內容】
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。
　2.每日盤點2-3家門市。　
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。　
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】　
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網讓您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】
　1.保險福利：機車第三人責任險+勞健保+團體險
　2.獎金制度：目標達成獎金+年終獎金
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
76,"【工作內容】　
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。　
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。　
　2.每日盤點2-3家門市。
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。　
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網幫助您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】　
　1.保險福利：機車第三人責任險+勞健保+團體險　
　2.獎金制度：目標達成獎金+年終獎金　
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)　
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】　
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
77,"【工作內容】　
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。　
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。　
　2.每日盤點2-3家門市。
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。　
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網幫助您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】　
　1.保險福利：機車第三人責任險+勞健保+團體險　
　2.獎金制度：目標達成獎金+年終獎金　
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)　
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】　
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
78,"【工作內容】　
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。　
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。　
　2.每日盤點2-3家門市。
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。　
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網幫助您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】　
　1.保險福利：機車第三人責任險+勞健保+團體險　
　2.獎金制度：目標達成獎金+年終獎金　
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)　
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】　
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
79,"【工作內容】　
　1.執行盤點業務：7-11門市、康是美、星巴克...等知名零售業之商品存貨盤點。　
　2.執行店家查核：7-11門市作業標準查核。

【工作模式】
　1.資深組長帶領2-4人小組，以資訊設備執行商品盤點業務。　
　2.每日盤點2-3家門市。
　3.每日工作約3-7小時，依公司需求彈性調整。　
　4.需自備交通工具前往；具合格機/汽車駕照與交通工具優先錄取。
　5.無經驗可；若具門市或賣場零售工作經驗優先錄取。

【工作特色】　
　1.此職位為「外勤型態」，歡迎嚮往自由、喜歡在穩定中求變化、樂於接觸不同環境的您加入。　
　2.打工新行業「專業盤點員」介紹：http://www.cs-consult.com.tw/SupplierArticle/SupplierDetail.aspx?id=3191&type=1

【公司簡介】
　我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！
　歡迎至首阜企管官網幫助您更瞭解我們：http://www.cs-consult.com.tw/CompanyInfo/Company.aspx

【福利制度】　
　1.保險福利：機車第三人責任險+勞健保+團體險　
　2.獎金制度：目標達成獎金+年終獎金　
　3.補助津貼：年假津貼+加班津貼+夜點津貼+交通津貼(若符合補助資格將依實際發生狀況另計)　
　4.休閒娛樂：尾牙　
　5.特優福利：定期工作評核調薪+專業教育訓練+完善晉升管道+免費制服提供

【成就收穫】　
　☆知名流通零售與服務業之經營管理、存貨資產盤點管理、商品商化行銷、帳務管控等經驗收穫。
　☆優良職涯發展與完善福利獎勵。"
80,"1.商品盤點：7-11門市與知名零售業之商品存貨盤點。
2.店家查核：7-11門市帳務審核與作業查核。

※說明事項
1.每日工作時數8小時。 
2.每月休假與加班皆符合勞基法規範辦理。
3.每月提供伙食津貼一小時10元。
4.每月享交通津貼補助，需自備交通工具機／汽車。
5.週休二日
6.此職務為時薪儲備幹部，須長期穩定配合出勤；非寒暑、短期工讀。

※該儲備幹部一職為全職時薪制，表現良好者通過考核將具優先提報晉升正職(全職月薪制，年資福利延續並享月薪制完整福利)資格。
※歡迎對職務有興趣者來電洽詢。

※福利制度介紹
★保險福利：
機車第三人責任險+團體險
★獎金制度：
績效獎金/年終獎金
★補助津貼：
年假津貼/加班津貼/夜點津貼/交通津貼
★休閒娛樂：
尾牙
★特優福利：
年度員工旅遊定額津貼(旅遊津貼需滿1年)/生日禮卷/三節獎金等福利
定期工作評核調薪/定期專業教育訓練/優良晉升管道/免費制服提供

※成就收穫
★我們是統一超商(7-ELEVEn)100%轉投資事業，迄今成立30年的專業企管顧問公司！歡迎至首阜企管官網幫助您更加瞭解我們→
http://www.cs-consult.com.tw/CompanyInfo/Company.aspx
★邀請您成為「首阜企管」可愛大家庭的一份子！加入「首阜企管」能帶給您的優質益處↓
☆知名流通零售與服務業之經營管理、商品商化、帳務管控等經驗收穫
☆優良職涯發展與完善福利獎勵
"
