"index","工作內容"
11,"1.負責一般文書資料處理工作。 
2.維護、更新、管理各類文件檔案（如：合約、會議記錄、書目資料、活動文件）。 
3.負責費用預估、控管及報表製作。 
4.上班時段可討論調整"
12,"- Cash Flow Study
- Assist in the preparation of Financial/Tax Report
- Other assignments by requests"
13,"1.進銷項發票輸入及記帳作業
2. 營業稅、營所稅、各類所得扣繳等各項申報作業 
3.行政事務
4.長期兼職，如為商學院學生且夜間就讀中尤佳"
14,"協助處理租稅申報和帳務處理作業，含營業稅、營所稅、扣免繳申報及相關紙本作業。工作天數可議。未來可視生涯規劃、工作表現和事務所需求，於適當時機轉正職。

【防疫期間特別說明】因客戶憑證保密義務、實體作業和電話諮詢之需求，本所於三級防疫期間仍然維持通勤上班，惟為維護同仁安全，目前實施下列措施，並視情況滾動調整：
1. 縮短上班時間以規避通勤尖峰。
2. 部分同仁居家上班，降低通勤頻率。

兼職人員紙本作業比例較高且工作內容須與同事配合，加上以實際出勤時數計薪，目前規劃仍須通勤上班，但本所會衡量防疫需求做必要之滾動調整。"
15,"1.所有內庶務行政
2.零用金記帳
3.協助財務人員稅務申報
4.信件及文件資料整理
5.倉庫商品管理以及協助倉管包裝理貨
6.老闆臨時交辦事項
"
16,"* Training and communication coordination and associated data reporting: support development of company/compliance communications (including but not limit to, announcements, newsletter, campaign and etc.); identify areas of strengths and weaknesses and translate into case studies, education and training materials;
* Review and follow-up: Coordinate periodic testing/reviews to ensure adherence with the set company policies, local procedures; support the Ethics and Compliance Department implement and follow-up on action plans to mitigate risks and address findings from various reviews;
* Data Analysis and reporting; and 
* Ad hoc tasks: all other duties as reasonably requested by the Ethics and Compliance Department.
"
17,"｜工作內容｜
主要協助財務、業務專員處理較瑣碎的工作內容，如訂單、帳單的登打，對帳單的核對等，為財務、業務專員的把關者，需要較強的Excel能力：
1. 協助財務登打帳單、核對廠商對帳單。
2. 協助業務專員登打客戶訂單。
3. 其他庶務、總務工作。

｜所需人格特質｜

1. 細心最重要！讓客人不會收到不正確的帳單或資料。
2. 能夠準時完成主管交辦的事情。
3. 親切有耐心，你將要第一線面對客人提供優質服務！


｜工作待遇及上班時間｜

試用期三個月 160
通過試用期後依能力調整至 180-200
在學學生可依實際上班時數核計薪資

上班時間 8:30-18:00 有一小時的調整時間 
（也就是你9:30上班就19:00下班 佛心公司！）

中午休息時間 12:00-13:30



｜貨比鄰的員工福利｜

1.淘寶運費員工價，讓你剁手不痛！
2. 三不五時冒出神秘小零食，沒變胖不准回家！
3. 不定期員工聚餐、旅遊，身心靈都顧好才可以一起奮鬥！


距離東門站3分鐘，還沒準備好上班就到公司ㄌ
好快！好方便！
趕快來成為貨比鄰的一份子吧！"
18,"此工作需要文書處理（特別是Excel表格）能力強者，另需懂得與客戶間之良好應對進退能力。
如果你只是想來試試，2天後就不做，那麻煩不用投遞履歷了，我們遇到太多做2天就說不做的。

1. 貨物進、出倉資料整理。
2. 協助改善貨物進出、倉流程。
3. 與客戶交換、修正貨物進、出倉資料。
4. 安排派送路線。
5. 接、送貨車務安排。
6. 派送文件蒐集整理。
7. 快遞貨件帳務整理。
8. 協助客戶來電查貨態。
9. 其他交辦事項。

試用期三個月，薪資$160
試用期過後薪資調整至$200（表現良好不受三個月限制）
其他薪資加權（試用期過後加權）：

相關產業3年以上經驗＋$10
會開堆高機＋$10（須配合調度外場工作）
會開貨車＋$10（須配合送貨）
有物流、倉儲相關證照＋$10

不定期需要加班，加班費比照政府規定發放。
週六需輪班，輪休週六。



"
19,"社區帳務 社區行政 社區服務 臨時交辦事項
行政事務處理    櫃檯服務 總機 行政事務  臨時交辦事項
"
20,"透過社群網站、部落格與論壇等網路為行銷主體，從事證券、期貨、選擇權之業務開發與服務。
本公司提供完整的教育訓練課程，從業務開發招攬技巧、到期貨選擇權相關專業，將有系統地傳授給新加入的夥伴們，歡迎志在金融業大展拳腳的同學加入。
符合以下條件者優先考慮：
1. 個性活潑外向，喜愛與人分享
2. 社群網路重度使用者，如Facebook、Ptt等
3. 有期貨選擇權實務操作經驗"
21,"這是一個在創業投資部門的實習機會，你將有機會接觸到標的公司，針對標的公司的產業進行研究與分析並完成報告，同時需要建立財務模型以及進行更詳細的風險評估。我們希望你可以每週投入16-20個小時，為期至少3個月。

工作職責：
‧ 產業研究與市場分析
‧ 建立財務模型
‧ 撰寫研究報告
‧ 其他交辦事項

資格：
‧ 大學主修理工、金融或商管相關科系
‧ 對新創事業有興趣
‧ 可以獨立作業
‧ 對數字敏感度佳
‧ 精通英文  
"
22,"『BigByte始終在為未來做最好的準備』
從2020開始超前部署，善用線上學習平台及系統，
在抗疫期間堅持停課不停學，並維持原本的授課品質，受到九成家長的滿意回饋！

而實習計畫也不因疫情間斷，持續招募最優秀的人才，
面試過程採線上形式，預計警戒解除後即可受訓到職！

【實習特色】
1. 提供任務參與、專案執行及現場實務的Real Job職場經歷
2. 定期考核、三階段晉升制度，讓有企圖心的你，能力被看見！
3. 辦公室人際相處、跨部門溝通

【實習方案】
1. BigByte提供兩種實習方案：
A. 8個月帶薪實習
B. 一年帶薪實習
2. 排班時間：週一至週五10:00-19:00，可依課表彈性調整。每週至少2.5天、共計16小時以上。
3. 可配合學校實習

【工作內容】
1. 報表帳務稽核
2. 傳票印製 / 調節銀行對帳單
3. 指導分公司帳務處理

【福利待遇】
1. 時薪以$160計，完成合約者提供〖工作獎金〗
2. 免費午餐、點心
3. 勞保、勞退6%提撥；另提供24小時團體意外險
4. 不定期部門聚餐；公司年末尾牙、聖誕派對
5. 每年2-3名優秀實習生直接轉為正職！"
23,"1. 收發、記錄及彙整交易產生之原始憑證，並登錄至會計系統製作傳票。
2. 審核有關各項費用支付之發票、單據及帳務處理。
3. 處理其他一般會計帳務。
4. 協助辦理銀行現金存、提款、匯款轉帳。
5. 協助簡易出納會計事務及銀行往來。
6. 主管交辦事項"
24,"【工作內容】
1.每日店頭營收核對及金流存款核對
2.審核有關各項交易收付之發票、單據及帳務處理作業
3.整理排序傳票
4.不定期協助至銀行出款
5.其他主管交辦事項

【若您具備以下條件，非常歡迎您的自我推薦～】
☑穩定能長期、每周一至周五09:00-18:00配合者優先錄取
☑工作認真、細心、有耐心
☑善於溝通、反應快、高度自主學習心態與行動力
☑有優良的時間管理自我規劃能力與控管經驗
☑也歡迎實習配合接洽

【工作地點：台北矽谷(捷運至大坪林站，約步行3-5分鐘)】
"
25,"申報營業稅
協助會計處理帳務事宜
商學院同學尤佳
主管交辦事項"
26,"【Requirements】：
1.College degree or above,  Majoring in accounting or tax-related departments.

2.Language: Familiar with Malay、English is preferred.

【Work contents】：
1.Attendance and Recruitment of Personnel, Handle administrative related work such as salary and insurance.

2.Assist in the daily operation of requesting payment and accounting operations in Malaysia.

3.Collation and review of local transaction data, the establishment of accounting subpoenas, Organize and compile various reports.

4.Process local finances and assist in tax returns.

5.Assist in the implementation of on-line ERP.

6.Coordinate with HQ and communicate with local external parties (accountants, secretarial companies, banks and other statutory authority).

7.Temporary tasks assigned by the supervisor.

★ This position is hired locally in Taiwan, trained in Taiwan."
27,"●藉由各項專案結合所學專業，提供嶄新創見，進一步了解保險實務運作
●將依同學專業及興趣，分發學習核保、理賠、保戶服務三大專業領域
●實習時間:2021年暑期，每週五天
●實習對象:以升大四及升碩二為主"
28,"1.財務帳務文件處理及歸檔
2.其他主管交辦事項
3.工作天數依公司需求排班"
29,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
30,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
31,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
32,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
33,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。
"
34,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
35,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
36,"KEY ACCOUNTABILITIES:

協助處理財務作業、會計作業與部門行政事務等相關業務。

RESPONSIBILITIES:   

•	協助應收帳款收款入帳及開立發票。
•	協助應付帳款整理原始憑證及入帳。
•	整理應收帳款、應付帳款之傳票及原始憑證，排序、核對至總帳，並裝訂成冊。
•	整理掃描文件並歸檔。
•	協助辦理銀行、郵局及農會往來業務。"
37,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
38,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
39,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
40,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
41,"1.協助發票登打
2.負責郵件及內部文件之收發。
"
42,"限大學相關科系工讀生, 須熟悉統計及稅務及電子發票及電子檔案管理(有勞健退)
, 兼管理工作, 防疫期間採居家辦公方式


"
43,"1.簡易會計事項處理。 
2.公司文件檔案的建立及管理。 
3.負責平日零用金管理。 
4.協助處理庶務行政工作
5.負責郵件及內部文件之收發。外出送件、物件寄送。 
6.維護辦公室設備。
7.其他主管指定事項。


QT Medical 是專業醫療器材研發公司, 尋找有熱血志學生加入我們, 累積實習工作經驗, 開闊視野, 學習專業能力."
44,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
45,"協助帳務處理及其他相關行政作業
上班時間:上午8:30-17:30(午休12:00-13:30)
上班期間：110年7月5日起至110年8月31日"
46,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
47,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
48,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
49,"《實習內容》
◆ 檢視並蒐集授信戶之相關資料
◆ 協助法金業務完成授信作業
◆ 學習法金徵信與授信流程
◆ 偕同拜訪客戶
◆ 認識及瞭解銀行相關業務

《實習期間》
2021年7~隔年6月→ 每周2~5天實習
"
50,"1.稽核神秘客執案。
2.論件計酬、交通費另計。
3.需具備汽車駕照，自備汽車。
4.因任務需求能配合至外縣市進行調查評核(開車)。"
51,"1.會計帳務表單登錄作業.
2.應收開立發票及整理傳票.
3.其他主管交辦事項
4.星期一至星期五皆需上班.
"
52,"1. 負責一般文書資料處理工作。
2. 會計帳務事宜（銷貨日報表、收支帳務核對、發票整理）
3. 維護、更新、管理各類文件檔案（如：合約書、公司網站管理）。
4. 會計資料庫系統建檔。
5. 電話接聽轉接相關人員。
6. 負責收發公文並處理會簽文件。
7. 管理電子郵件收發。
8. 負責接待訪客、準備茶水。"
53,"Join us on our exciting journey!

IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness advances in healthcare information, technology, analytics and human ingenuity to drive healthcare forward.
One of FORTUNE’s ‘Most Admired Companies’, we offer unparalleled scope for a career in world-leading clinical research. Global projects, innovative tools and industry leading customers combine with outstanding support and clear career management which allows you to make a difference and to connect with great opportunities.

We are looking for a aggressive young potential to join us and in charge of: 

• Accounting Payable
- Coordinate with respective team and review payment batch accuracy. Record and review daily entry of accounting accuracy
- Support investigator payment & vendor payment process including urgent payments cases
- Perform day to day financial transaction, including verifying, posting and recording accounts payable data. Receive & scanning of physical invoices.
- Documents filing for audit and invoice tracking on regular basis
- Perform month-end accounting closing in responsible area

• Travel & Expenses
- Receive and monitor regular employee claim.
- Ensure T&E paper documents follow company policy and compliance.
- Documents filing for audit based on local regulation purpose.

• Coordinate with respective team for project transition. 
• Assist business operating process including procurement, contract, customer/sponsor, vendor management
• Act as a team player and business partner to support operation with good communication and organization skills. 
• Assist ad-hoc projects per request. 
• Integrity, detailed oriented, organized and timely.


[Qualifications]
Graduate or Undergraduate student studying in business
Bachelor or Master degree graduates (preferably with major in Accounting, Finance or Business Management or any relevant
discipline to Finance or Accounting field)

[Working Hours]
The selected candidate will be expected to work at least 3 days a week (Monday to Friday) , or 3-4 days a week with at least 24 hours per week."
54,"1.招攬保單、服務客戶。
2.願接受公司安排之教育訓練。
3.「工作待遇係依實際招攬業績（實收保險費）的比例計算保險承攬報酬。
本網頁所顯示待遇部分係因欄位選項受限，故為簡要記載」"
55,"1.國家考試中會.成管會.審計學任教
2.熟稔最新修法
"
56,"1.審核各項款項之發票、單據及帳務處理等會計作業
2.主管交辦事項
3.工作時間依每週工作安排(每日4小時-6小時)

"
57,"1. 財務文件資料整理、編號及建檔
2. 傳票整理、裝訂、排序及裝箱
3. 整理、核對營業稅申報進項憑證及建檔
4. 財務郵件交寄及收發
5. 其他主管交辦事項


需求條件：
1.上班時間為每日4~5小時
2.每月需安排時數60至80小時
3.在校、兼職、工讀身份皆可
4.需長期配合至少半年以上
5.商學相關科系加分
6.心思需細膩、能處理財務數字問題"
58,"一般會計與行政助理，需商學系畢業或就學中，半天班工作時間可彈性調整，敬業樂群樂於學習，也歡迎二度就業之婦女"
59,"1. 負責一般文書資料處理。
2. 收發公文及郵件。
3. 協助處理庶務性行政工作。

"
60,"☆擴大招募☆ 短期 / 長期 / 兼職 / 工讀皆歡迎。
本公司與各大知名零售業合作，
歡迎想工作，想有效利用時間的夥伴加入我們的行列。

工作區域：大台中地區為主。
工作時間：日班　AM8:00~PM6:00（視當天實際情況可能有所變動）
學生或兼職者可依實際情況排班，也可依個人意願選擇日班或大夜班。
工作時間超過八小時，依勞基法規定給予加班費，
如遇深夜時段（22:00~凌晨5:00），另加給深夜津貼。

【工作願景】
1. 錄取後從最基礎的盤點訓練開始。
2. 提供完善的教育訓練，即使無經驗也不必擔心。
3. 有意願考取盤點小組組長資格者另外進行組長研修。
4. 考取組長後便能率領盤點小組至盤點現場作業。
5. 工作表現優良者也有機會成為正職人員。

本公司對於有意願、肯努力的成員，有非常多元的升遷管道，
期盼您與我們共同努力。"
61,"【Main Goals And Objectives】 
1.	Premium Market Trend Analysis 
2.	Sales Planning Execution
3.	Creation of innovative sales concept
4.	Support Dealer Communication
5.	Vehicle Management Solution from Production to Delivery
6.	Strategic New Car Model Launch Planning
7.	Cross Functional Support

【Main Tasks】
1.	Premium Automotive Market analysis and monitoring of competitor actions
2.	Strategic planning for Taiwan market development
3.	Organization of Sales Activities to achieve business goals
4.	Budget monitor and control
5.	Weekly dealer target setting, Monthly bonus payment, Registration Data maintenance
6.	Price difference calculation of imported car models (Vehicle import communication)
7.	Project: E-mobility introduction
8.	Model and Option price digitalize setup
9.	New Car Buyers Study project management and preparation, marketing event support
10.	Product planning support

【Office Time】Able to work for a period of 0.5 to 1 year,3 full working days per week at least. 

【Qualification and Skills】
1. Education
◆ Degree: Candidate should be currently pursuing a Bachelor's or Master’s degree.
2. Personal Skills:
◆ Excellent in MS office EXCEL / Powerpoint
3. Remarks (Language, Certificates etc.):
◆ English, Chinese, write, reading and speaking fluent"
62,"☆擴大招募☆ 短期 / 長期 / 兼職 / 工讀皆歡迎。
本公司與各大知名零售業合作，
歡迎想工作，想有效利用時間的夥伴加入我們的行列。

工作區域：高雄 / 台南 / 嘉義 / 屏東等南部地區，以高雄為主。
工作時間：大夜班20:00~凌晨6:00（視當天現場情況可能有所變動，約20:00~凌晨6:00之間）
學生或兼職者可依實際情況排班。也可依個人意願選擇日班或大夜班等時段。
工作時間超過八小時，依勞基法規定給予加班費，
如遇深夜時段（22:00~凌晨5:00），另加給深夜津貼。

【工作願景】
1. 錄取後從最基礎的盤點訓練開始。
2. 提供完善的教育訓練，即使無經驗也不必擔心。
3. 有意願考取盤點小組組長資格者另外進行組長研修。
4. 考取組長後便能率領盤點小組至盤點現場作業。
5. 工作表現優良者也有機會成為正職人員。

本公司對於有意願、肯努力的成員，有非常多元的升遷管道，
期盼您與我們共同努力。
"
63,"☆擴大招募☆ 短期 / 長期 / 兼職 / 工讀皆歡迎。
本公司與各大知名零售業合作，
歡迎想工作，想有效利用時間的夥伴加入我們的行列。

工作區域：大台中地區為主。
工作時間：大夜班20:00~凌晨6:00（視當天現場情況可能有所變動）
學生或兼職者可依實際情況排班。也可依個人意願選擇日班或大夜班等時段。
工作時間超過八小時，依勞基法規定給予加班費，
如遇深夜時段（22:00~凌晨5:00），另加給深夜津貼。

【工作願景】
1. 錄取後從最基礎的盤點訓練開始。
2. 提供完善的教育訓練，即使無經驗也不必擔心。
3. 有意願考取盤點小組組長資格者另外進行組長研修。
4. 考取組長後便能率領盤點小組至盤點現場作業。
5. 工作表現優良者也有機會成為正職人員。

本公司對於有意願、肯努力的成員，有非常多元的升遷管道，
期盼您與我們共同努力。"
64,"記帳切傳票，檔案管理
周六日上班：09:30-17:00 午休1小時
"
65,"會計助理的工作內容如下: 
1.各項費用支付之發票，單據及帳務處理。 
2.零用金管理及應收/應付帳款處理。 
3.其他一般會計帳務。 
4.薪資計算，稅額計算.繳納。 
5.主管交辦事項。 
6.具有會計相關實務經驗佳。"
66,"1. 應付帳款(AP)
2. expense、營業稅相關作業
3. 其他主管交辦
4. 懂英文或日文尤佳"
67,"歡迎保險金融相關系所在學生投遞!!

1.實習期間：起迄日不拘，可配合半年(含)以上
2.工作時間：每週至少實習3天 (9:00-17:30)
3.實習地點：中和、桃園、台中、高雄、嘉義、台南
4.申請日期：即日起至額滿止
5.工作內容：
(1)文書作業 (投保文件檢核、理賠文件審閱)
(2)電話開發 (續繳通知、電話開發保險商機)

6.甄選對象：
(1)個性積極活潑，對保險業務工作有興趣者
(2)大三(含)以上、碩二學生尤佳
(3)具備保險業務員(壽險/產險)、外幣收付非投資型保險證照尤佳

*實習期間表現優異者，優先轉為正職員工"
68,"協助會計及行政處理以下工作內容：

1.審核進項及費用支付發票、單據或其他憑證，及帳務整理。
2.審核廠商貨款或費用等應付款項，並執行請款作業。
3.一般會計庶務。
4.零用金收支管理。
5.開立二三聯式統一發票。
6.出具財務報表或管理報表。
7.協助行政與總務相關事務（如聯繫發票採購、兌幣換零服務、行政總務相關工作等）。
8.有需要支援現場。
9.其他主管交辦事項

時間彈性，或能接受公司排班安排"
69,"1.會計帳務處理
2.會計傳票整理"
70,"工作內容：
《A》電銷商品：新醫生技保健食品.
《B》上班時間：自由(辦公室9:00~18:00開放)
《C》薪獎制度：高額獎金
《D》工作內容:電話售後服務並維繫回購客戶相關銷售服務
《E》保健講座活動協助 

目前在職的人員
年資>6個月
平均月收入3~7萬

不用勞力
只需用心
商品回購高
每個月都在累積客戶資源
企盼業務高手擇良木而棲
有志氣、有願景、
歡迎來挑戰！"
71,"收發、記錄及彙整交易產生之原始憑證，並登錄至會計系統製作傳票。
審核有關各項費用支付之發票、單據及帳務處理。
處理廠商貨款或費用等應付款項帳務。
處理其他一般會計帳務。

上午9-12；下午1-5，一週可來3天以上為佳。
可依照課表排班。"
72,"工作內容:
1.	資料核對(Reconciliation)  
2.	報表整理
3.     資料key-in
4.     傳票審理
5.     其他主管交辦事項

需求條件:
1.	細心、負責任
2.	熟悉 Word、Excel: Vlookup/樞紐分析 
3.	商學相關科系加分
4.     需長期配合至少半年以上，一週至少三天"
73,"1.財務會計帳務行政作業
2.出納作業
3.主管交辦事項
*有完整的工作交接流程, 能獨立作業者*"
74,"1. 營業稅、營所稅、各類所得扣繳等各項申報作業
2. 進銷項發票輸入及日常帳務登打
3. 編製財務報表
4. 客戶帳務及稅務問題回覆與處理
5. 會計師交辦事項
6. 每週上班約2~3天"
75,"1. 營業稅、營所稅、各類所得扣繳等各項申報作業
2. 進銷項發票輸入及日常帳務登打
3. 每週上班約2~3天"
76,"1. 會計稅務法令研究
2. 會計稅務法令彙整
3. 會計師交辦事項"
77,"1. 公司法及工商登記法規之諮詢。
2. 公司設立、變更登記及資本額查核
2. 辦理僑外投資、外國公司認許及公司登記。
3. 陸資來台投資及公司登記。
4. 對外投資及對大陸投資申請
5. 外國人員工作許可申請。
6. 辦理各種特許業務申請。
7. 與客戶及主管機關聯繫
8. 會計師交辦事項"
