"index","工作內容"
11,"於此專區投遞履歷即可應徵東野精機股份有限公司東野精機股份有限公司【110年新創企業實務培訓職場圓夢計畫】的職缺！

【公司產業類型】
自動控制相關業

【公司簡介】
東野精機成立於1993年，為EFC集團全額投資之子公司，服務國內外各大機械設備廠商，迄今已有二十多年歷史，主要從事模組化(鋁擠型)機械架構系統、各式設備零組件設計製作與銷售、客戶委託之OEM/ODM設備製作，並代理台灣及日本產品，進行海內外行銷業務。從研發、加工及生產製造，我們專注於每一個環節，將精湛工藝淋漓盡致地發揮，提供客戶最卓越的產品，並且能夠依據客戶需求，從分析開始到設計、製作及開發，提供一貫的服務體制。
　　東野精機秉持精益求精之精神，致力於滿足客戶之需求，不斷地成長茁壯，於台灣陸續成立中壢廠、台南廠，而中國大陸則設立昆山廠，我們不曾停下腳步，我們更著眼於未來，竭誠歡迎各領域菁英人才共同加入，參與公司之經營與成長！！

【110年新創企業實務培訓職場圓夢計畫】職缺
1.	《機械設計工程師》
工作地點：桃園
工作內容：
(1)３Ｄ圖面、工程圖製作與發行
(2)料表建立發行
(3)機構設計圖面與結構評估
(4)熟悉２Ｄ　ＣＡＤ 、３Ｄ　Ｉｎｖｅｎｔｏｒ軟體操作
(5)科系限制：機械工程相關、機械維護相關、工業工程相關

2.	《機械組裝工程師》
工作地點：桃園
工作內容：
(1) 鋁擠型機架組裝
(2) 機械相關科系畢業尤佳
(3) 能配合加班及出差
(4)科系限制：機械工程相關

3.	《配電工程師》
工作地點：桃園
工作內容：
(1)進行機台配線組裝
(2)進行線路檢查 
(3)電機設備生產.裝設.使用.保養及維修等之協助
(4)科系限制：機械工程相關、其他工程相關、工業工程相關



【110年新創企業實務培訓職場圓夢計畫的方式】
最終內容將由企業協調安排。

【110年新創企業實務培訓職場圓夢計畫的職缺期間】
2021/07/01(四)~2021/08/31(二) 共計150小時以上，含5小時以上培訓輔導。

【注意事項】
1.計畫採報名制，請先投遞履歷報名，並留意後續相關通知訊息。因申請資格不符合者恕不另行通知。
2.本計畫將代為投保150小時培訓期間團體保險。
3. 薪資符合勞基法規定，實際薪資以面談協定為主
"
12,"- 需要動手實驗, 記錄, 並報吿。
- 參加產品研發討論。
- 對電壓, 離子, 氣動力學有興趣者佳。

工作時間: Part-time, 彈性上班時間, 可根據同學空餘時間商討
"
13,"NETGEAR is a global networking company that delivers innovative products to consumers, businesses, and service providers. The Company's products are built on a variety of proven technologies such as wireless (WiFi and LTE), Ethernet, and powerline, with a focus on reliability and ease of use. The product line consists of wired and wireless devices that enable networking, broadband access, and network connectivity.

The NETGEAR engineering division in Taiwan designs and delivers high-performance, dependable, and easy-to-use wireless products to connect people and their devices with the Internet.
 
Job Title: Regulatory Compliance Analyst  (Intern)
Location: Neihu, Taipei

NETGEAR is looking for a top student with a strong interest in environmental compliance and sustainability. 

This work term with NETGEAR offers the following experience:
· The data analyses of hazardous substances and sustainability.
· Process documentation and improvement. 
· Customer requirements tracking and compliance validation.
· Compliance test procedure and requirement.
 
Responsibilities
· Collect the data of the substance of the materials and components. 
· Create and maintain the spreadsheet and material list subject to environmental compliance.
· Assist in data analyses of the substances of the materials.
· Individually responsible for project advancement reports to Senior Engineering teams."
14,"Intel台灣即將招募各種工程與商管相關的正職和實習職缺，歡迎填寫活動報名表來接收各種校園徵才和職缺相關訊息。

Intel Taiwan is hiring for several opportunities full-time and intern positions. Please fill in the application form to receive more information in regards to campus recruitment and student programs.

報名時間: 即日起 (名額有限，額滿為止)
報名網址: 線上填寫表單並上傳英文履歷 -> http://intel.ly/TWcampus_recruitment 
報名條件: 大學、碩博班在校生
*實際的工作內容會依部門及公司需求而異，並會在面試前另開職缺通知申請*"
15,"
※需具丙級以上配電線路裝修技術士
※歡迎退休人員
※工作地點：台中市

工作內容: 台電電桿 編號牌 安裝"
16,"
※需具配電活線作業資格人員
※歡迎退休人員
※工作地點：台中市

工作內容: 台電電桿 編號牌 安裝
"
17,"
※需具丙級以上配電線路裝修技術士
※歡迎退休人員
※工作地點：台中市

工作內容: 台電電桿 編號牌 安裝"
18,"※需具配電活線作業資格人員
※歡迎退休人員
※工作地點：台中市

工作內容: 台電電桿 編號牌 安裝
"
19,"• Major : Electrical Engineering, Computer Science, or other related engineering area.


•  Any working experience of Hardware development, validation or technical support in Server/Workstation products design and strong issue debug & customer communication skills will be a plus.
•  Effective communication & negotiation skills with proven abilities to achieve mutually successful business outcomes with internal organizations and external customers.
•  Demonstrated tolerance of ambiguity with & and flexibility in managing customer changes
• Strong verbal and written English skills with a demonstrated ability to work across geographies, time zones, companies, and organizations.


報名時間: 即日起 (名額有限，額滿為止)
報名網址: 線上填寫表單並上傳英文履歷 -> http://intel.ly/TWcampus_recruitment
*實際的工作內容會依部門及公司需求而異，並會在面試前另開職缺通知申請*"
20,"Responsibilities may be quite diverse of a technical nature. Tasks include
- Assisting engineers to complete projects
- Independent project that contributes to the organization

• Working with Hardware engineering team on board validation and design review for Wireless Connectivity products 
• Perform Hardware validation test cycle and support hardware design review flow 
• Work closely with Hardware engineers during all stages of development and validation to ensure the project goes smoothly and meet milestones 
• Prepare, analyze and present test reports 
• Develop appropriate process improvements for Hardware design review and Hardware validation process
"
21,"Job Description

The scope of this role is to acquire Intel product technology, business acumen, market intelligent, customer strategy, and industry insights to achieve Intel & Taiwan ODM/LOEM's business goals. To join the program, you will rotate to 3-4 business areas (Internet of Things, Compute, networking and Marketing) and deep dive in one specific area for executing business plan. 
This role will engage both internal stakeholders and external customers to synthesize the most relevant market trend and will jointly form business strategy with customers and then turn into actions within short period.

Success in this position requires a strategic thinker with strong analytical and business skills and a passion for embracing new technology trends. You must be able to work collaboratively in a highly matrixed organization. You will be expected to have a comprehensive understanding of Intel business landscape in order to support and analyze strategic decisions.

"
22,"工作內容：
1、協助研發設計 (機構或系控單位)
2、ECR/ECO擬定送簽、
3、文件制修訂、
4、各類文件進度追蹤及文書處理  。

課程內涵：
(機構)拆圖與圖面整理、設備成品檢驗、進料檢驗知識。
(系控)傳統迴路+PLC+HMI系統認識與設計修改、設備試車點檢查修、設備電控系統規劃測試"
23,"Job Description

-Support system level testing and performance tuning for client laptop
-Setup testing environment and conduct experiments based on testing matrix and system configurations
-Perform system performance testing using available tools

Qualifications
-Major in Computer Science, Computer Engineering, Electrical Engineering or Computer Science
"
24,"工作職責：
1、物料申請
2、包裹收發 
3、實驗室整理，測試設備盤點 
4、簡易 rework 支援
5、test 支援（基礎測試、preload系統、long run環境測試）
6、部門文件整理（報銷單據收集、部門資料整合、設計資料準備及歸檔）

職務要求：
1、工作細緻認真、做事主動熱情
2、良好的團隊協作精神和溝通能力，誠實正直
3、執行能力佳
4、office辦公軟體操作熟練
5、須為在學學生任職，每週至少可以配合3天以上工作日 
6、此份職務為半年期一簽之實習合約"
25,"SiFive is on a mission to make it easier and faster to build custom chips for the new age of computing based on data, AI, and communications. SiFive is the leading provider of commercial processor cores using the exciting, new RISC-V standard being adopted and evaluated by leading technology companies worldwide. Founded by the inventors of RISC-V, and led by a team of seasoned industry executives, SiFive offers the expertise, tools, and tech to enable customized silicon to be developed specifically for each customer’s needs. 

You will be joining a team with passion and purpose: democratizing access to silicon, to unlock customer roadmaps and enable new product experiences in exciting new growth markets.

Location: Please note that due to COVID-19, the Taiwan-based internships in 2021 are only open to Taiwan-based candidates.

What You Will Work On:
As an Intern on the System Software team, you will have a chance to work on a project which will integrate both CI and yocto. There are many aspects of this larger project which you can do based on your background and interests. For example: python work to integrate an extension into yocto, C work to debug the Linux kernel, and the integration work to include tools (python/ shell/ etc.).


What You Will Learn:
The Linux kernel, debugging skills, automation testing flow and practical python.
"
26,"1.協助主管/工程師處理工程部相關事項。 
2.可撰寫簡單APP(安卓/IOS) 
3. 可修改C++/C# GUI軟體
4. 對音訊產業具熱誠可以兼職/短期全職"
27,"1. 協助拍攝、收集、過濾、處理深度學習晶片用資料庫使用的影像
2. 協助標記深度學習晶片用資料庫中的待學習並辨認之物體
3. 主管交辦事項。"
28,"一、台北筆記本開發部(NBDTP)
1.基本訊號的量測
2.元件料號建立與管理
3.基本電子相關測試
4.實驗室儀器設備管理
5.環境設置(幫忙工程師架設相關儀器及環境設定，並包含更新系統BIOS/EC/OS image for battery test)
6.管理Battery/Adapter team所booking提供給廠商進行測試的系統
7.Battery /Adapter 元件PLM APS申請及完成
8.一般公共事務的管理
-
二、伺服器開發部(Server)
1. 協助LCFC料號申請
2. 協助HDL library的建立( Symbol/footprint)
3. 協助完善2nd source資料庫的建立"
29,"1.與其他研發團隊（機構，軟體，電源，電磁相容，測試等等）協同合作
2.熟練掌握並使用各種相關的儀器儀錶，如示波器，數位萬用表，電烙鐵等"
30,"工作內容 (Job Description)：
1、協助各項研發測試、量測等相關工作
2、零件庫及模組管理、文檔整理。
3、PCB板焊接、維修及管理
4、電子相關元件採購及PCB打件備料
5、主管交辦事項

必須條件 (Minimum Qualifications)：
1、具備基本電腦操作能力。
2、 具學習意願及可接受工作支援調配
3、 具電烙鐵、熱風槍、三用電表、示波器操作經驗
優秀條件 (Preferred Qualifications)：
1、有示波器操作經驗者尤佳
2、略懂電路圖尤佳

"
31,"工作職責：
1、協助製作工藝清單
2、協助製作connector list
3、協助製作驗證報告
4、協助處理EFA機台分析
5、協助處理部門機台管理

職務要求：
1、工作細緻認真、做事主動熱情
2、良好的團隊協作精神和溝通能力，誠實正直
3、執行能力佳
4、office辦公軟體操作熟練
5、須為在學學生任職，每週至少可以配合3天以上工作日 
6、此份職務為半年期一簽之實習合約"
32,"1. 負責筆電無線相關設計的驗證與導入
2. 無線通訊系統偵錯與除錯
3. 無線通訊系統筆電強制性及電信商認證取得
4. 執行儀器測試與設備操作
5. 實驗室開發及管理"
33,"1. 安規設計導入
2. 安規測試與認證申請
3. 法規研讀, 隨時掌握全球更新動態
4. 配合工廠檢查"
34,"1.建立及維護試產BOM，追蹤系統BOM生效 
2.試產材料管理、試產任務安排、樣品出貨
3.公司內部研發、工廠、採購溝通協調、專案進行順利
4.專案研發狀況追蹤與研發文件控管
5.初階專案研發管理
6.高效率流程建立及流程改善"
35,"PCB板材料量測試開發、雷射製程技術"
36,"1. 理解CPU, GPU, WWAN, 5G module, SSD等發熱元件之規格及散熱需求
2. 評估系統內部元件空間配置及其散熱方案 
3. 繪製散熱模組圖面及驗證其效能
4. 進行產品客戶各種使用模式之散熱性能驗證及相關問題解決"
37,"一、台北筆記本開發部(NBDTP)
1. 申請部件料號並跟催資料上傳與審核通過
2. 產品料件表建立與維護
3. 2D圖尺寸與規格標註
4. 模型,軍規測試外包供應商申請與發包作業
5. 機構設計部門相關事務處理
-
二、先進系統設計部(ASD)
1.概念驗證(Proof of concept)項目設計
2.模型發包製作
3.跨部門合作及溝通
4.新製程開發及創新機構設計"
38,"1. 負責項目的NCT(模型製作）機種報價，並與廠商溝通，合同管理
2. 費用申請，付款申請單.
3. 實驗室的儀器管理
4. 機構件，散熱零件與連接器料號申請
5. 測試系統組裝與架設
6. 協助專案開發"
39,"1.基礎規範研讀
2.確認測試排程
3.實驗室儀器管理 & 校正
4.執行基礎測試設備操作
5.測試系統準備"
40,"1.關鍵零組件規格研讀
2.關鍵零組件相關測試規範研讀
3.實驗室儀器管理 & 校正
4.執行關鍵零組件相關基礎測試設備操作
5.筆記型電腦產品相關驗證及認證申請"
41,"1. 執行與撰寫產品功能測試報告、產品使用手冊、教育訓練手冊
2. 協助客戶端技術支援服務
3. 電腦軟硬體維護、網路設定、作業系統指令操作
4. 協助AI系統建置
5. 應屆畢業生可、工程相關科系畢業
6. 歡迎企業實習生"
