"index","工作內容"
11,"喜歡在美的空間品味享受生活
注重生活細節及美感
並對學習咖啡、調酒有熱忱的你
期待有你的加入！

—— 職務描述 ——
1. 顧客接待
2. 餐點送餐
3. 學習協助飲品料理製作
4. 協助藝術展演或包場服務
5. 環境整理照顧
6. 有咖啡及調酒基本知識工作經驗者更加分
7. 早班為主，但可配合晚班者更佳

*時薪 : 晚班19-22點 180元/時；夜班22-03點 200元/時
*另有高額業績獎金
*忠孝復興捷運站或大安站，走路10分鐘
*夜班者須自備交通工具

—— 希望特質 —— 
1. 享受與人接觸交流
  對人事物有好奇心
  有邏輯思考與組織能力讓工作有效率

2. 在乎細節
   細心與耐心兼具
   可以在工作中得到成就感及歸屬感

3. 對於環境敏感度極高，無法忍受雜亂的強迫症
   能以高標準、高規格整理及維護工作環境

4.有責任感
  能自動自發並充份熟悉職務職責
  主動完成工作

5.喜愛藝文美學
  喜歡音樂花藝藝文
  喜歡舞蹈表演美學更能享受工作環境"
12,"1.管理學生出勤、成績，班級秩序維持，定期電話關心聯絡。 
2.接聽電話，解說課程，講座接待。 
3.教學上的行政事務，例如：影印、成績單製表。"
13,"工作內容主要為「外場服務人員」

當然還可學習其他簡易事務：
★三明治組合區
★西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵)
★煎台區
★收銀區
★飲料吧檯區

以上皆有SOP，手把手帶您一起學習
不怕您不會，只怕您不學 ^_^"
14,"喜歡在美的空間品味享受生活
注重生活細節及美感
並對學習咖啡、調酒有熱忱的你
期待有你的加入！

—— 職務描述 ——
1. 顧客接待
2. 吧檯調酒
3. 吧檯咖啡
4. 吧檯軟飲
5. 協助首席備料
6. 可早晚排班，但配合夜班者需自備交通工具

*另有高額業績獎金
*忠孝復興站或大安站走路10分鐘

—— 希望特質 —— 
1. 享受與人接觸交流

2. 熱愛調酒咖啡

3.喜愛美學生活
"
15,"住補習班附近 簡杰舊生優先錄取
三十年河東  三十年河西  莫欺少年窮
創辦人也是一步一腳印 建立簡杰教育 簡杰補習班
一 簡杰文化
新進人員從行政助理開始與簡杰教育創辦人手把手的學習
我們的企業文化是用教育的力量讓明天更幸福
我們企業的做法是務實的教學 真心的投入社會公益
我們的精神是""勞動與惜福""
我們盼望教育的力量能夠持續所以在此招募修秀人才
簡杰補習班不需要工讀生""招生""
簡杰補習班學生多數是慕名而來或者就學生家庭介紹來的家庭
二 新進人員適應
錄取的長期工讀生由資深的姐姐或同仁帶領一路熟悉我們的工作內容傳承
由於我們的良好傳統  惜福與勞動 班主任通常不大管工讀生 工作也很輕鬆自在
工作上我們都是快樂面對
我們的師資或行政主管都是從工讀生開始
因為我門計畫增設分部 所以特別開這個職缺
三 工作內容
這工作是公司的門面
也是一個學習創業與展現活動企劃以及行銷能力的簡單愉快又輕鬆的職缺
應對進退 反應能力儀態一定不能太差
~ 開這職缺是因應補習班擴班培訓儲備人才需求而招募補習班行政櫃台 ~
主要工作如下:
1.處理晚班補習班課務成功經驗
2.打掃清潔工作，學生家長接待。
3.輔導學生課業，扮演生活導師，協助解決學生課業上及生活上的困擾，極少的解題機會。

我們目前工讀生最短都在簡杰工作將近兩年以上非常穩定
固定班:時段要固定 (必須要有國中數學輔導能力)
個別班客服秘書工作內容:
協助班主任處理個別班學生家長老師聯絡等課教庶務
務必自信擁有清晰的思維與服務熱忱

四  工作時間

必須長期配合下面工作時間選擇固定配合時段(時段確定後務必固定):

1. 週間班 星期一/星期五 17:00~22:00

2. 假日班 星期六 14:00~22:00 星期日16:00~19:00

五  必須具備能力

時薪160元表現良好調整
/偶爾 有國中小學生需要輔導與極少數機會的解題 所以解題能力佳!!!!

負責接聽聯繫回報整理打掃,輔導學生課業等等行政庶務!

目前比較需要假日班
負責接聽聯繫回報整理打掃(倒垃圾),訂便當,輔導學生課業等等行政庶務!

有數理解題能力佳!!!!(偶爾學生問問題要幫忙輔導/主要工作為行政庶務)



"
16,"1.協助產品出貨及包裝出貨
2.行政支援及主管交辦事宜
3.個性樂觀積極能獨立作業
4.基本電腦應用及文書操作
5.有養寵物經驗或喜歡動物
"
17,"1.開店前器具歸位
2.環境整理
3.飲品調製
4.電話接聽
5.開茶人員
6.外送服務

*早上時段08:00-18:00
時段彈性安排

皆可彈性調整
(時數依照能力做安排)"
18,"JS-Adways 擁有良好學習環境，是認識數位行銷產業的最佳舞台。本計畫提供在校學生與業界接軌，錄取同學將從第一線了解數位行銷產業運作，獲得實務經驗。

我們提供完整的實習規劃，透過資深主管一對一指導帶領，實際了解數位產業趨勢及職場運作，進一步明確自身職涯規劃想法。

【實習內容】
1. 學習多元企劃：媒體、廣告、行銷等
2. 創意發想與文案撰寫。
3. 熟悉社群經營：FB、IG、Line等
4. 參予直播、Podcast等操作
5. 協助專案執行。

【條件要求】
1. 對網路生態、廣告行銷、社群有高度興趣及黏著度
2. 想法靈活、具備創意發想的能力
3. 具備團隊精神及良好的溝通能力
4. 抗壓性高、主動積極、耐心負責
4. 基本文書操作及文案撰寫的能力
5. 熱衷追求新的事物，不害怕面對挑戰

【加分項目】
1.有社群經營或管理經驗
2.本身就是內容創作者，有經營自己的社群
3.隨時關注新的廣告文案或企劃
5.具備基礎拍攝及剪輯能力

【實習時間】
暑假7~8月，約8週
每週至少可排班3天，每天上班8小時

【備註說明】
採導師制，實習期間以一對一方式進行指導
實習表現優秀者，將優先轉成正職員工
歡迎大三、大四或研究所在學生"
19,"1. 專職負責外送業務服務。
2. 具機車駕照，自備機車。

工作內容：
健康便當外送，每天固定數量 40 ~ 60個
支援擺攤調貨與配送
非陌生開發，已有常客

穩定達成銷售目標，時薪可議
另有每日油錢補貼$30元

* 供午餐
* 上班時間週一至週五，可排班"
20,"TOEIC:750分以上(近二年成績)
對外銷業務有興趣,公司可以長期培訓 聽/說/讀/寫(商用英文書信)能力,
表現良好可以轉任外銷正職人職

"
21,"1.每日負責國外客戶連絡與學習報價溝通,並且與客戶間之e-mail聯繫。
2.協助處理外銷業務流程、出口之相關作業。"
22,"不考慮寒暑工讀
長期工讀需6個月以上

1.正航ERP系統操作
2.電話客服回覆
3.無須業務推廣
4.工業類五金產品
5.產品資訊整理

可學習：
1.ERP系統完整操作與概念
2.系統化思考架構
3.上述技能熟悉後，可選擇學習電商營運、攝影、繪圖、或剪輯
"
23,"要能配合排班(月休8-10天)
1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
24,"1.文案發想
2.市場陌生開發
個性
1.有強烈業務企圖心；幽默，擅長與人溝通，關懷人群。
2.Integrity, Honesty, Intelligent。忠誠，盡忠職守。
3.擅長溝通並協助維持客戶良好關係。"
25,"1.開發招募素人直播主、網紅直播主
2.負責與直播主洽談溝通
3.發展直播主個人特色
4.執行直播主培訓作業-直播相關技巧、app功能教導等
5.直播主日常關懷-工作進度關懷、活動資訊傳達、B2B工作邀約等
6.完成主管交付臨時工作，及提高主播的整體數量與質量。
"
26,"1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
27,"1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
28,"榮獲2019年連鎖早餐品牌幸福企業

給自己一個更好的選擇、更好的未來→


☑【工作內容】
1.餐飲製作及品質標準之維持
2.餐飲之銷售及服務
3.硬體設備之清潔維護及門市環境清潔整理
4.營業時間為05:00~14:00


★彈性排班
如果你活潑愛熱鬧
我們在找 YOU ☛ 學習成長、規劃未來就是現在!!



"
29,"台灣專業網路經銷商欣新網徵求電商平台長期實習生。
欣新網主要負責快速消費品產品，經營的品牌包括美妝/個人清潔/日用/食品/母嬰等，希望尋找對經營網路商店有熱情的朋友。不限相關科系，熟悉電腦操作與excel操作為佳。應試者將會協助線上商城的品項與活動更新、銷售數據資料整理及部份行政事項協助。

與部門主管協定上班時段, 負責下列工作: 
- 平台銷售產品資料Key in 。
- 電商平台銷售數據資料庫管控。 
- 市場資訊蒐集、彙整 。
- 報表及簡報製作 
- 量化調查 
- 其他單位支援或主管交辦工作

上班時間為日班0900-1800，每日至少4小時，最多8小時。時薪計薪，上班時間先協調。"
30,"【崗位工作內容】
1、體驗店預約產品面交接待，物流來店接待處理；
2、客戶電話受理，接聽、過濾、轉接來電，並提供資訊；
3、退換貨收件及寄件處理，統計與規整；
4、用戶評價巡視，評價邀約與獎品贈送發放；
5、協助處理維修件相關測試與記錄，故障品整理與歸檔；、
6、其他主管交辦事項

【薪資】 
時薪 160元

【工作時間】
每週一至週五，每日工作時段為4-8小時
可根據實際情況討論確認

 【其他】
1. 入職後會有相關培訓；
2. 提供公司上衣制服，褲子需著深色長褲及包鞋；
3. 若表現優秀，公司評估後可以調薪或轉正，歡迎希望挑戰的你加入！
"
31,"門市兼職助理，排班彈性，歡迎學生工讀

工作內容：
門市人力支援（包含理貨、清潔、迎賓、街頭宣傳等）、活動協助、顧客電話關懷回訪等。

條件需求：
個性活潑、有服務熱忱、想學習門市服務、有服務業經驗佳"
32,"1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
33,"1.顧客服務
2.櫃檯收銀結帳事務
3.飲品調製
4.茶菓製作
5.外送飲品
6.主管交辦事項"
34,"1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
35,"1.論件計酬,抽成高.
2.不須上下班打卡,工作時間彈性.
3.診所提供銷售及醫美專業知識之教育訓練.
4.享有員工優惠價.
5.歡迎對醫美有熱誠的您的加入,無經驗亦可. "
36,"1.顧客服務
2.櫃檯收銀結帳事務
3.飲品調製
4.茶菓製作
5.外送飲品
6.主管交辦事項
7.享勞健保及全勤獎金"
37,"工作內容：
1.冷熱飲料調製。
2.飲品介紹說明。
3.結帳與收銀。
4.提供外送服務（請具備駕照）

"
38,"這是一家與台中特殊教育學校合作開設的咖啡廳，這裡主營的項目是麵包、法式冰淇淋、甜點及咖啡飲品


我們非常樂意獎勵夥伴，如果你對自我有要求，喜歡成長，歡迎加入我們


餐飲外場：
為客人介餐點拿取所需之麵包、冰淇淋或甜點
收銀結帳，整理現場環境。
餐飲之料理，如：烤麵包或調配飲料、簡易餐點
於顧客用餐完畢後，負責收拾碗盤與清理環境。
與其他餐廳相關事務。
負責洗、剝、削、切各種食材。
負責清理工作環境、設備和餐具。
準備不同餐點所需要的食材。
協助測量食材的容量與重量。
晚班人員須打掃店面環境，如掃地拖地、清洗廁所。



【獎勵制度】
1.定期考核制度
2.年終獎金
3.特殊獎金（如：研發新品暢銷、營業額達標）


【保險】
勞保、健保、勞退。


【店內福利】
員工餐、員工價、師傅研發的烘焙品試吃
"
39,"The Role: 
At Tesla, our Customer Experience Specialists, consistently deliver on an incredible educational, immersive, and exciting experience to all of our current and future customers. They constitute Tesla's front line and are our brand ambassadors, supporting our mission to accelerate the world's transition to sustainable energy by creating memorable experiences for our customers. 
As a Sales Trainee, you will support customers from the moment they walk into our showrooms to learn about Tesla. We've created one of the most innovative vehicles ever made, and you will help deliver an equally innovative buying experience. 

Responsibilities: 
• Engage walk in guests promptly, personally and with the goal of opening the conversation and ensuring they feel welcome 
• Understand who our guests are, what brought them to Tesla, their intent and timeline to purchase, thus creating a robust Customer Profile 
• Educate and excite guests by answering their questions and providing a tailored experience based upon their interests and agenda 
• Demonstrate a mastery of all Tesla products and services, as well as local incentives for EV owners 
• Help Tesla maintain a healthy sales pipeline by collecting customer contact information and scheduling Test Drives for individuals who exhibit purchase intent or potential 
• Regularly update the CRM system to ensure accurate and timely sales and delivery information is available to management 
• Prepare vehicles and host delivery appointments, including new owner orientations tailored to the individual customer's needs and comfort level"
40,"1. 網路通路管理 (客服、庫存、出貨)。
2. FB、EDM及各種宣傳文案的設計、製作與發送。
3. 網站、網路通路行銷及服務的成效追蹤。
4. 協助主管處理其他代辦事項。"
41,"1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
42,"工作內容：
1. 維護系統
2. 客戶服務上架流程處理與控制
3. 參與產品客服線上系統規劃

學歷：
大學進修部在職生或畢業生，科系不拘

技能需求：
- 3 年以上互聯網公司網路程式設計相關經驗 
- 具有 GCP 使用經驗，需熟悉 Firebase。
- 熟悉 PHP, Laravel, Linux, MySQL,
- 具 chatbot 開發經驗者尤佳"
43,"1.餐點製作及品質標準之維持
2.產品之銷售及服務
3.硬體設備之清潔維護及門市環境清潔整理
4.個性開朗，具基本之溝通能力
5.週休二日（六、日皆休）
6.工作時間兩種時段(8:30-14:00)、(3:00-7:00)"
44,"1.基本文書處理：word、excel 
2.溝通能力佳 
3.修圖、資訊建檔、美編 
4.資料排版與影音製作 
5.認真負責，肯學習!"
45,"紅包輕鬆賺-隨時隨地 展開被動式收入
在５０００億的市場　賺取被動式的永續收入
住 是民生必需 人人都有這個需求～租屋、買屋、售屋、招租、投資等
你會需要　你所認識的人也會需要  我們的客戶也需要 只要服務好有需求的客戶　
就能得到你的豐厚報酬　還能建立你的人脈黃金存摺

生活集團是合法專業的仲介＋租管服務業者　非一般純仲介業
生活集團保證提供你　永續被動收入：個人成交獎金Ⅰ代管獎金Ⅰ組織發展輔導獎金
所以　收入是逐月遞增　穩定發展　
加入生活，賺進人生的多桶金，做為你圓夢的開始，享受富裕的樂活人生。 

工作內容： 
1.物件租賃Ⅰ買賣 的客戶經營 
2.買賣仲介及租賃業務執行 
3.有關銷售及租賃房屋之資料收集 
4.協助客戶簽訂租賃契約或財產轉移手續 
5.協助客戶比較各家銀行的優惠貸款，從中選出最優惠的方式 
6.知悉銷售和出租的條款和注意事項
7.續年度客戶服務 
8.租賃管理服務介紹說明
9.租客福利方案評估建議

成功之路： 完整教育訓練+ 資深顧問師徒制～帶領你從生澀到獨當一面

你只需要幫忙收集屋主要 出租 及 出售 的正確資訊回報給公司即可! 
公司即會奉上優渥報酬 酬謝你的有利情資喔. 
來函請註明 你所居住的社區名稱 及正確地址 

發展遠景：
合作期間表現良好
可以用特別專案升格為樂租顧問
佣金賺更多"
46,"門市兼職助理，排班彈性，歡迎學生工讀

工作內容：
門市人力支援（包含理貨、清潔、迎賓、街頭宣傳等）、活動協助、顧客電話關懷回訪等。

條件需求：
個性活潑、有服務熱忱、想學習門市服務、有服務業經驗佳"
47,"有責任心、有企圖心、對餐飲有心　
喜歡有個性又創新的人，快來加入我們的行列吧！

工作內容：
負責客人帶位、倒水、點餐等工作。
於客人用餐完畢後，負責收拾碗盤與清理環境。
進行簡易飲料調製等事宜。

工作時間

10:00~22:00
一週排班2-4天
（最少排班4小時 時間彈性 可討論)

福利
1.每月績效考核階級獎金
2.享有勞、健保、團保
3.各項福利依照勞基法
4.最重要的一點！與熱情夥伴工作開心快樂健康！"
