"index","工作內容"
11,"1.開閉店清潔及維護
2.顧客接待及問題解決
3.產品諮詢、銷售及收銀
4.各式文書資料整理、建立及歸檔
5.場館設備清潔、保養及管理
6.主管交辦之事項

需配合6月職前訓練
採時薪制


*暑期上班時間*

周一至周五(分早晚班)
08:30至10:30

周六
08:30至18:30

周日固定休假

"
12,"1. 兼職可，擁有社群小編或文案企劃相關經驗優先錄用。 
2. 執行主管交辦事項與行政事務，具文書軟體操作能力。
3. 對數位行銷有熱情，需具備資料蒐集、整理及文案快速生產能力。 
4. 任職期間通過內部評核可轉正職，將依公司敘薪制度享正職薪酬獎勵。
5. 每週須至少4天可排班，每日4～6小時，時段可面談。"
13,"1.櫃臺基本行政業務：我們希望你有活力帶著笑容，能親切介紹課程、管理預約、處理報名事宜
2.館內整潔維護 ：我們希望你是個愛乾淨的人，能細心維護舒適的運動環境與休憩空間 
3.客服：協助客戶處理相關事項及回覆
4.一般收銀、場館介紹及App使用解說
5.上班時間：晚班18：00-24：00（需排班）

備註：應徵人選需能穩定出勤、長期配合為主，不接受短期工讀"
14,"可彈性配合學校課表排班, 提供員工餐飲優惠
工讀表現優異可轉正職
1. 負責洗、剝、削、切各種食材，以完成烹飪的前置工作。
2. 協助廚師測量食材的容量與重量。
3. 依照客人的點單，準備不同菜色所需要的食材。
4. 於出菜時負責菜餚擺盤或調整份量之工作。
5. 負責清理工作環境、設備及餐具
"
15,"工作職責：
1、負責部門日常行政管理的運作（包括包裹收發、電話接聽等）
2、收集報銷及資料歸檔（包括日常報銷、交通費報銷等）
3、與公司內其他部門保持良好的溝通，保證工作的順利進行
4、年中/年終盤點事宜（包括樣機、員工工作機等）
5、進出口關務文件申請
6、採購部門所需用品
7、及時完成部門主管臨時交待的工作任務

職務要求：
1、親和力佳、工作細緻認真、做事主動熱情
2、有同理心、良好的工作態度
3、執行能力佳、溝通能力佳
4、office辦公軟體操作熟練
5、須為在學學生任職，每週至少可配合3天以上工作日(暑期&平日皆能配合)
6、此份職務為半年期一簽之實習合約"
16,"此為假日班職缺
1. 執行主管交辦事項
2. 公司庶務、記帳、請款
3. 辦公室維護"
17,"可彈性配合學校課表排班, 提供員工餐飲優惠
工讀表現優異可轉正職
1. 負責跑單、擺盤、送餐及聯繫內外場之工作。
2. 負責客人帶位、倒水、點餐等工作。
3. 於客人用餐完畢後，負責收拾碗盤與清理環境。
4. 負責店鋪的環境打掃與清理
"
18,"1.測試與驗證系統功能、相容性、效能、壓力承載、可靠度等。  
2.分析測試資料、釐清問題、提出改善建議，並撰寫測試報告。
3. 執行專案測試工作。
"
19,"1.協助電繪、描圖；圖片、相片的修整、加工、排版等工作。
2.擅用繪圖軟體(CDR、PS、illustrator )。
3.完成主管交付之任務。"
20,"1.協助太陽光電發電系統建置專案管考。
2.協助太陽光電發電系統行政作業申請。
3.協助物料管考與採購。
4.協助一般行政庶務執行。
5.協助太陽光電系統專案執行。
6.歡迎無經驗願意學習本職能社會新鮮人加入。"
21,"專營海內外設計師品牌服飾及週邊商品,誠徵與我們一起打拼得工作夥伴。
個人特質：
1. 喜愛搭配與服裝文化且熱於分享
2. 喜愛拍照與被拍照
3. 對於社群媒體經營有熱情
4. 凡事面帶笑容
5. 強烈喜愛突破目標迎接挑戰者

工作內容：
1.負責介紹及銷售門市商品達成公司目標。
2.積極主動，提供顧客接待與穿搭交流服務。
3.商品進/銷/存 等管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。
6.網路、社群平台素材整理及出貨。
7.需可配合北區點櫃調動排班或支援。
8.對台灣及小眾設計品牌、時尚流行有高度興趣與研究的夥伴尤佳！"
22,"1.管理學生出勤、成績，班級秩序維持，定期電話關心聯絡。 
2.接聽電話，解說課程，講座接待。 
3.教學上的行政事務，例如：影印、成績單製表。"
