"index","工作內容"
16,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
17,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識"
18,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
19,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
20,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識
"
21,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識
"
22,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
23,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
24,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
25,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
26,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
27,"Join us on our exciting journey!

IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness advances in healthcare information, technology, analytics and human ingenuity to drive healthcare forward.
One of FORTUNE’s ‘Most Admired Companies’, we offer unparalleled scope for a career in world-leading clinical research. Global projects, innovative tools and industry leading customers combine with outstanding support and clear career management which allows you to make a difference and to connect with great opportunities.

Job Profile Summary:

Review, assess and process Safety data and information, across service lines, received from various sources and distribute reports/data onwards to both internal and external third parties following applicable regulations Standard Operating Procedures (SOPs) and internal guidelines under guidance and support of senior operation team members.

Essential Functions:

•	To Prioritize and complete the assigned trainings on time.
•	Process Safety data according to applicable regulations, guidelines, Standard Operating procedures (SOPs) and project requirements. 
•	To perform Pharmacovigilance activities per project requirement including but not limited to, collecting and tracking incoming - Adverse Events(AE)/endpoint information.
•	Determining initial/update status of incoming events.
•	Database entry
•	Coding AE and Products, writing narratives, Literature related activities as per internal/ project timelines.
•	Ensure to meet quality standards per project requirements.
•	Ensure to meet productivity and delivery standards per project requirements.
•	To ensure compliance to all project related processes and activities.
•	Read and acknowledge all necessary IQVIA standard operating procedures (SOPs) and customer SOPs as required. Ensure all required training is executed in a timely fashion and documented. Work towards ensuring your individual training plan and training transcript are reconcilable.
•	Creating, maintaining and tracking cases as applicable to the project plan.
•	Identify quality problems, if any, and bring them to the attention of a senior team member.
•	To demonstrate problem solving capabilities.
•	Liaise with different functional team members, e.g. project management, clinical, data management.
•	Health care professionals e.g. investigators, medical monitors, site coordinators and designees to address project related issues.
•	May liaise with client in relation to details on day to day case processing activities.
•	To mentor new teams members, if assigned by the Manager.
•	Attend project team meetings and provide feedback to operations manager on any challenges/issues or successes.
•	Perform other duties as assigned.
•	Lead/ Support department Initiatives
•	100% compliance towards all people practices and processes"
28,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
29,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
30,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
31,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
32,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
(5) 每月排班至少80小時、平假日皆需配合排班

通過考核調薪170起，每月額外另享紅利金！
＊具有醫護相關執照/醫護科系每月另有加給"
33,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識
"
34,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識
"
35,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
36,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識
"
37,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識
"
38,"(1) 門市產品銷售、商品陳列管理
(2) 專業衛教諮詢、學習醫療相關知識"
39,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
40,"(1) 門市產品銷售
(2) 專業衛教諮詢、學習醫療相關知識
(3) 顧客服務
(4) 商品陳列管理
"
