"index","接受身份","工作經歷","學歷要求","科系要求","語文條件","擅長工具","工作技能"
67,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 一般商業學類、會計學相關、企業管理相關 "," 不拘 "," 不拘 ","文件收發與檔案管理、行政事務處理、報表彙整與管理、文件或資料輸入建檔處理、代辦會計相關事項、結帳作業與帳務處理、編製帳務報表"
68,"夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 商業及管理學科類 "," 不拘 "," 不拘 "," 不拘 "
69,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
70,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
71,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
72,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
73,"應屆畢業生、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
74,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 會計學相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 "," 不拘 "
75,"上班族、日間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
76,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、數理統計相關、統計學相關 "," 英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /精通 贊助提升英文能力","Python、VBA、R、SAS","投資評估報告撰寫、具備財金專業知識、金融市場分析與資料蒐集"
77,"應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 大學以上 "," 數學及電算機科學學科類、資訊管理相關、統計學相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","C、C#、Python、VBA、MS SQL","金融市場分析與資料蒐集"
78,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 ","Excel、PowerPoint、Word"," 不拘 "
79,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 經濟學相關、商業及管理學科類 "," 不拘 "," 不拘 "," 不拘 "
80,"夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 ","文件收發與檔案管理、行政事務處理、財務報表製作"
81,"上班族、應屆畢業生、日間就讀中、學生實習"," 不拘 "," 專科、大學 "," 一般商業學類、會計學相關、財稅金融相關 "," 不拘 "," 不拘 ","行政事務處理、電話接聽與人員接待事項、文件或資料輸入建檔處理、零用金管理、結帳作業與帳務處理、會計核算和帳務處理"
82,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
83,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
84,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 會計學相關、財稅金融相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","Excel、PowerPoint、Word"," 不拘 "
85,"上班族、應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 台語 -- 略懂 贊助提升語文能力","Excel、PowerPoint、Word","代辦會計相關事項、會計或審計專業知識、會計核算和帳務處理"
86,"夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
87,"夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 會計學相關 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","Windows 7、Windows 10、Excel、Outlook、PowerPoint、Word、中文打字20~50、英文打字20~50、文中系統"," 不拘 "
88,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 會計學相關、財稅金融相關 "," 不拘 ","Excel、Outlook、Word"," 不拘 "
89,"上班族、應屆畢業生、夜間就讀中、中壯齡 、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 ","Excel、Outlook、PowerPoint、Word","結帳作業與帳務處理、會計核算和帳務處理"
90,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 商業及管理學科類 "," 不拘 "," 不拘 "," 不拘 "
91,"日間就讀中、學生實習"," 不拘 "," 碩士 "," 商業及管理學科類 "," 不拘 "," 不拘 "," 不拘 "
92,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科以上 "," 財稅金融相關、一般商業學類、商業及管理學科類 "," 台語 -- 略懂 贊助提升語文能力","Excel、Outlook、Word、中文打字50~75","代辦會計相關事項、結帳作業與帳務處理"
93,"上班族、應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學 "," 資訊管理相關、財稅金融相關 "," 不拘 ","C#、C++.Net、Python"," 不拘 "
94,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
95,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
96,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
97,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
98,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
99,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學 "," 會計學相關、一般商業學類、財稅金融相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","Windows 10、Adobe Acrobat、Excel、PowerPoint、Word"," 不拘 "
100,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
101,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 大學以上 "," 財稅金融相關 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力"," 不拘 ","投資評估報告撰寫、具備財金專業知識、金融市場分析與資料蒐集、金融專題研究分析、金融產品風險評估"
102,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學 "," 商業及管理學科類 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂  台語 -- 略懂 贊助提升語文能力","Excel、Word"," 不拘 "
