"index","接受身份","工作經歷","學歷要求","科系要求","語文條件","擅長工具","工作技能"
458,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
459,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 ","After Effects、Premiere、Adobe Photoshop、Illustrator、Final Cut ProX","各式封面設計、視覺設計相關知識、多媒體影像處理"
460,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
461,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 ","Adobe Photoshop、Illustrator"," 不拘 "
462,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
463,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 2年以上 "," 專科、大學、碩士 "," 戲劇舞蹈相關 "," 不拘 "," 不拘 "," 不拘 "
464,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 2年以上 "," 專科、大學、碩士 "," 戲劇舞蹈相關 "," 不拘 "," 不拘 "," 不拘 "
465,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 2年以上 "," 專科、大學、碩士 "," 戲劇舞蹈相關 "," 不拘 "," 不拘 "," 不拘 "
466,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 "," 不拘 "," 不拘 "
467,"應屆畢業生、日間就讀中、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 "," 不拘 "," 不拘 "
468,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
469,"學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 ","After Effects、Premiere、Adobe Photoshop、Illustrator、Adobe XD"," 不拘 "
470,"上班族、應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
471,"上班族、應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
472,"上班族、二度就業、學生實習"," 2年以上 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 ","熟悉包裝材料與結構"
473,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
474,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學、碩士 "," 不拘 "," 不拘 ","After Effects、Premiere、Adobe Photoshop、Final Cut ProX","各式影片剪接後製作業、執行影片拍攝作業、視覺設計相關知識、電腦繪圖軟體操作、多媒體影像處理"
475,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 ","Premiere、Adobe Photoshop、Illustrator","多媒體影像處理"
476,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 1年以上 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 贊助提升語文能力","Excel、Word、Premiere、Adobe Photoshop、Illustrator","行政事務處理、文件或資料輸入建檔處理、電腦排版設計、繪圖工具與軟體操作、多媒體企劃設計、多媒體影像處理"
477,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
478,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
479,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
480,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
481,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
482,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
483,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
484,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
485,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
486,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
487,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
488,"上班族、應屆畢業生、日間就讀中、研發替代役、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
489,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
490,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
491,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
492,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
493,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
494,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
495,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
496,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
497,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
498,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
499,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
500,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
501,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 ","Excel、PowerPoint、Word、Adobe Photoshop、Illustrator"," 不拘 "
502,"上班族、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
503,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","HTML"," 不拘 "
504,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
505,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
