"index","接受身份","工作經歷","學歷要求","科系要求","語文條件","擅長工具","工作技能"
16,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 1年以上 "," 大學 "," 藥學相關 "," 不拘 "," 不拘 "," 不拘 "
17,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 ","日常生活及身體照顧、協助家務處理"
18,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
19,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
20,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
21,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
22,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
23,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科以上 "," 醫學技術及檢驗相關 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","Excel、Word","化學檢測儀器操作、實驗室設備操作、進行醫事檢驗相關作業、檢查及檢驗報告結果判讀"
24,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
25,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
26,"上班族、應屆畢業生、原住民 、二度就業、學生實習"," 1年以上 "," 專科以上 "," 其他相關科系 "," 台語 -- 中等 贊助提升語文能力"," 不拘 ","日常生活及身體照顧"
27,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
28,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 ","日常生活及身體照顧、協助家務處理"
29,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 ","日常生活及身體照顧、協助家務處理"
30,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
31,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 ","日常生活及身體照顧、協助家務處理"
32,"應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
33,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 其他醫藥衛生相關 "," 台語 -- 中等 贊助提升語文能力"," 不拘 ","文件或資料輸入建檔處理"
34,"上班族、應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
35,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
36,"日間就讀中、學生實習"," 不拘 "," 大學以上 "," 醫藥衛生學科類 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力"," 不拘 "," 不拘 "
37,"上班族、應屆畢業生、日間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中 "," 護理助產相關 "," 台語 -- 略懂 ","中文打字20~50","行政事務處理、預防保護之護理措施、護理指導及諮詢"
38,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 1年以上 "," 專科以上 "," 護理助產相關 "," 不拘 "," 不拘 "," 不拘 "
39,"上班族、應屆畢業生、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
40,"上班族、應屆畢業生、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 ","日常生活及身體照顧、協助家務處理"
41,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、更生人、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 ","日常生活及身體照顧、協助家務處理"
42,"上班族、二度就業、中壯齡 、更生人、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 ","日常生活及身體照顧、協助家務處理"
43,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、更生人、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 ","日常生活及身體照顧、協助家務處理"
44,"上班族、應屆畢業生、日間就讀中、原住民 、二度就業、中壯齡 、更生人、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 ","日常生活及身體照顧、協助家務處理"
45,"上班族、應屆畢業生、原住民 、二度就業、學生實習"," 不拘 "," 專科以上 "," 醫務管理相關、護理助產相關、醫學技術及檢驗相關 "," 不拘 "," 不拘 "," 不拘 "
46,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
47,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /中等、寫 /中等  台語 -- 中等 贊助提升語文能力"," 不拘 "," 不拘 "
48,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
49,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
50,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
51,"上班族、應屆畢業生、日間就讀中、研發替代役、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
52,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
53,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 ","電話接聽與人員接待事項、櫃檯門市接待與需求服務、產品介紹及解說銷售、預防保護之護理措施、護理指導及諮詢"
54,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
55,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
56,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 "," 不拘 "
57,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
58,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
59,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
60,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
61,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
62,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
63,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
64,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
65,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /不會、寫 /不會  台語 -- 中等 "," 不拘 "," 不拘 "
66,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
67,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
68,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
69,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、更生人、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
70,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
71,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
72,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
73,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
74,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
75,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
76,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
77,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
78,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
79,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
80,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
81,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
82,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
83,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
84,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
85,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
86,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
87,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
88,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 ","Excel、Outlook、PowerPoint、Word"," 不拘 "
89,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
90,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科以上 "," 護理助產相關 "," 不拘 "," 不拘 "," 不拘 "
91,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
92,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
93,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
94,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
95,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
96,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
97,"應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
98,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
99,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
100,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
101,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
102,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
103,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
104,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
105,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
106,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
107,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
108,"應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
109,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
110,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
111,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
112,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
113,"應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
114,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
115,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
116,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 ","Excel、Word","了解皮膚構造與特性、預防保護之護理措施、護理指導及諮詢"
117,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
118,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 高中以上 "," 護理助產相關 "," 不拘 "," 不拘 "," 不拘 "
119,"應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
120,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
121,"應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
122,"應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
123,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
124,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科以上 "," 醫藥衛生學科類、食品營養相關 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂  台語 -- 中等 "," 不拘 "," 不拘 "
125,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
126,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科以上 "," 醫藥衛生學科類、食品營養相關 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂  台語 -- 中等 "," 不拘 "," 不拘 "
127,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
128,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
129,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
130,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
131,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
132,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
133,"應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
134,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
135,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 台語 -- 略懂 "," 不拘 "," 不拘 "
136,"應屆畢業生、日間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
137,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科、大學、碩士 "," 護理助產相關 "," 不拘 "," 不拘 "," 不拘 "
138,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
139,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 台語 -- 中等 "," 不拘 "," 不拘 "
140,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
141,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 護理助產相關 "," 不拘 "," 不拘 "," 不拘 "
142,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、學生實習"," 2年以上 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
143,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
144,"上班族、應屆畢業生、日間就讀中、二度就業、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
145,"夜間就讀中、二度就業、中高齡 、學生實習"," 不拘 "," 高中、專科 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
146,"應屆畢業生、夜間就讀中、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
147,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
148,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 台語 -- 中等 "," 不拘 "," 不拘 "
149,"應屆畢業生、研發替代役、學生實習"," 不拘 "," 碩士 "," 不拘 "," 不拘 "," 不拘 ","一般保險公證、客戶資料更新維護、國外業務開發、PCB產品認證作業、PCB電路板設計、化學分析能力、使用人造牙冠牙橋及義齒修復缺牙、填補蛀牙並治療牙疾、齒部及口腔檢查與決定治療方法、倉庫貨物標示╱置放╱盤點、倉管流程訂定與管理、安全設施維護保養、安全演習╱安全檢查、土方工程作業、工程地質探測與調查能力、電腦圖示辨認、打樣機版使用、商品包裝及陳列、CIS企畫設計、平面設計理論"
150,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、二度就業、中壯齡 、中高齡 、高齡 、更生人、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
151,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 專科以上 "," 復健醫學相關 "," 不拘 "," 不拘 "," 不拘 "
152,"上班族、應屆畢業生、學生實習"," 不拘 "," 專科以上 "," 藥學相關 "," 不拘 "," 不拘 "," 不拘 "
153,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂  台語 -- 中等 "," 不拘 "," 不拘 "
